algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
lo-ransac,0,1994545983,0.4,60.0,0.09446600756262548,0.016189450972930976,0.0782765565896945,0.2791629943529411,0.8114285714285714,60.10397079994436,5,498,9
vanilla,0,1994545983,0.4,60.0,0.1002455966220867,0.014544010513505295,0.0857015861085814,0.33543800661395584,0.7914285714285715,60.17551720002666,7,497,0
lo-ransac,1,1538468048,0.4,60.0,0.10717200950328662,0.016693634503369616,0.090478374999917,0.5049899542999877,0.8014285714285714,60.11112030001823,5,496,8
vanilla,1,1538468048,0.4,60.0,0.10770207339883583,0.015456237973071607,0.09224583542576423,0.4265817436259605,0.7857142857142857,60.45324319996871,8,496,0
lo-ransac,2,1067321949,0.4,60.0,0.10934144467552552,0.015892828653275626,0.0934486160222499,0.47344256763628983,0.7985714285714286,60.01817169995047,5,495,8
vanilla,2,1067321949,0.4,60.0,0.0997866043904826,0.014539839379674496,0.0852467650108081,0.39634509353446146,0.81,60.04588369990233,7,498,0
lo-ransac,3,644854472,0.4,60.0,0.1002142019352358,0.015025108000082379,0.08518909393515342,0.4569225705488311,0.7942857142857143,60.03379109990783,6,494,10
vanilla,3,644854472,0.4,60.0,0.10972460359383898,0.01620155977920713,0.09352304381463185,0.5596298920297692,0.7771428571428571,60.03385210002307,7,492,0
lo-ransac,4,234592516,0.4,60.0,0.11760397127406196,0.015711982662650045,0.10189198861141191,0.6796994526326148,0.8042857142857143,60.212394100031815,6,500,9
vanilla,4,234592516,0.4,60.0,0.13036356899082396,0.015802594468508426,0.11456097452231555,0.5279490031331999,0.7885714285714286,60.01003310002852,7,499,0
