algo,method,outlier_frac,budget_s,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
gair-ransac,exhaustive,0.05,120.0,1,2968,6,0.16724,0.132283,0.034956,0.431909,6
gair-ransac,ransacov,0.05,120.0,1,3198,6,0.199778,0.161619,0.038159,0.645297,6
gc-ransac,exhaustive,0.05,120.0,1,2880,4,0.126168,0.074761,0.051407,0.296492,4
gc-ransac,ransacov,0.05,120.0,1,3448,4,0.13275,0.081024,0.051726,0.307655,4
lo-ransac,exhaustive,0.05,120.0,1,3126,13,0.134617,0.079927,0.05469,0.321124,13
lo-ransac,ransacov,0.05,120.0,1,3126,13,0.134617,0.079927,0.05469,0.321124,13
vanilla,exhaustive,0.05,120.0,1,2774,16,0.125196,0.074373,0.050823,0.292471,16
vanilla,ransacov,0.05,120.0,1,3041,16,0.131144,0.078562,0.052582,0.307733,16
