algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gc-ransac,0,2028074535,0.0,60.0,0.10084788805489828,0.052155343645644475,0.04869254440925381,0.2666907865408112,0.539875,60.14027239999268,2,4319,12
lo-ransac,0,2028074535,0.0,60.0,0.0811589672577625,0.0143930248685653,0.0667659423891972,0.3586433716488349,0.9995,60.12740130000748,6,7996,13
vanilla,0,2028074535,0.0,60.0,0.07068880560031818,0.011889534468975498,0.05879927113134267,0.500155881824437,0.99925,50.097226599929854,10,7994,0
gair-ransac,1,693217548,0.0,60.0,0.17116111870320913,0.13364980801239942,0.03751131069080971,0.37691686255034446,0.346375,60.13729670003522,1,2771,17
gc-ransac,1,693217548,0.0,60.0,0.09234617178029915,0.0415318535110972,0.05081431826920195,0.26003197262094785,0.604375,60.23549330001697,2,4835,13
lo-ransac,1,693217548,0.0,60.0,0.103229765850512,0.012854546935818147,0.09037521891469384,0.5636389298683578,0.999625,60.08097969996743,8,7997,13
vanilla,1,693217548,0.0,60.0,0.08950106114471282,0.013212699618391296,0.07628836152632153,0.4816494111375142,0.9985,49.7132874999661,10,7988,0
gair-ransac,2,1412065182,0.0,60.0,0.08702029254106307,0.02919897785938867,0.057821314681674396,0.3559167028951125,0.744,60.0547293999698,2,5952,18
gc-ransac,2,1412065182,0.0,60.0,0.10040028020156305,0.048602361065892025,0.05179791913567103,0.25110740252285246,0.52725,60.3411647999892,2,4218,11
lo-ransac,2,1412065182,0.0,60.0,0.08096496000442041,0.013745688587342639,0.06721927141707777,0.38875513713230975,0.999875,60.043980599963106,6,7999,9
vanilla,2,1412065182,0.0,60.0,0.07393768637319027,0.011978925409915523,0.061958760963274746,0.35171012239913246,0.998875,54.7235367000103,10,7991,0
gair-ransac,3,1468750307,0.0,60.0,0.07394467964261402,0.02832500597095339,0.04561967367166062,0.22688482604227267,0.718,60.05730099999346,2,5744,18
gc-ransac,3,1468750307,0.0,60.0,0.07263209015190292,0.029238951631136878,0.04339313852076604,0.24152215412735692,0.729,60.11953790008556,3,5832,9
lo-ransac,3,1468750307,0.0,60.0,0.08068127840427021,0.012166315426709026,0.06851496297756118,0.4277899363254404,0.999,60.33467280003242,8,7992,13
vanilla,3,1468750307,0.0,60.0,0.07569114357378501,0.012562134005324462,0.06312900956846054,0.3822690198779962,0.999375,50.389694100013,10,7995,0
gair-ransac,4,1253669708,0.0,60.0,0.06547548459503852,0.026400238519540216,0.03907524607549831,0.21136889273036236,0.7285,60.20365910010878,2,5828,14
gc-ransac,4,1253669708,0.0,60.0,0.0965794176368718,0.048887272848234645,0.047692144788637154,0.2792513030036293,0.552125,60.13276720000431,2,4417,12
lo-ransac,4,1253669708,0.0,60.0,0.08676680079799572,0.014329365741523664,0.07243743505647206,0.5175348721271587,0.9985,60.04626510001253,7,7988,11
vanilla,4,1253669708,0.0,60.0,0.0914550786041617,0.013441452548888677,0.07801362605527302,0.6272214753732683,0.9985,53.47267559997272,10,7988,0
