algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,0,1014630350,0.0,0.12414502286669206,0.010365141503874532,0.11377988136281753,0.4575872936437575,0.9231916480238628,11.285026600002311,3,1238,0
vanilla,3,906437584,0.0,0.17703454559086992,0.012346548334910614,0.1646879972559593,0.4781739591852057,0.9448173005219985,13.605038600042462,3,1267,0
vanilla,4,183499580,0.0,0.12533365619375014,0.012417883793957734,0.1129157723997924,0.3645301447750823,0.9202087994034303,14.524451999983285,3,1234,0
vanilla,1,2087910869,0.0,0.12761115699186287,0.011108653490593078,0.11650250350126978,0.3699345709070787,0.930648769574944,20.809921799984295,3,1248,0
lo-ransac,1,2087910869,0.0,0.08721021358280126,0.009340689747696964,0.0778695238351043,0.20993699385280004,0.9388516032811335,29.471933500026353,3,1259,6
vanilla,2,596588266,0.0,0.1350164974203401,0.010443756840323113,0.12457274058001701,0.6052952753194891,0.9343773303504848,31.38276579999365,4,1253,0
lo-ransac,2,596588266,0.0,0.18021328260017624,0.011690822081290818,0.16852246051888542,0.5001712820856051,0.9351230425055929,31.48883809999097,3,1254,7
lo-ransac,3,906437584,0.0,0.12826941063810965,0.011278949370002216,0.11699046126810743,0.40011163582672554,0.9336316181953765,35.32646160002332,3,1252,5
lo-ransac,4,183499580,0.0,0.08913843706417046,0.010419683510309655,0.0787187535538608,0.21081142432938907,0.9351230425055929,36.89670899999328,3,1254,5
lo-ransac,0,1014630350,0.0,0.12012041787081984,0.011841254266935903,0.10827916360388394,0.29395198638683434,0.9246830723340791,53.95721990003949,3,1240,6
gc-ransac,4,183499580,0.0,0.048114303664093305,0.024760727845803326,0.02335357581828998,0.22152704773045487,0.8210290827740492,60.72378010000102,2,1101,12
gair-ransac,2,596588266,0.0,0.041876910140309934,0.014359604093723635,0.027517306046586303,0.23570731190955801,0.8322147651006712,93.58159599994542,3,1116,25
gair-ransac,0,1014630350,0.0,0.05393168713900247,0.02659141043260874,0.027340276706393725,0.23996151377521457,0.7874720357941835,123.87793439999223,2,1056,29
gair-ransac,1,2087910869,0.0,0.055940524768939764,0.032899675932534934,0.023040848836404827,0.25284251065942365,0.7576435495898584,124.75799569999799,2,1016,40
gc-ransac,1,2087910869,0.0,0.049518585207458984,0.026096796702693572,0.02342178850476541,0.22428615790419304,0.8173005219985086,129.53363249998074,2,1096,22
gc-ransac,3,906437584,0.0,0.049597289987538054,0.025985491354396012,0.023611798633142042,0.22742931704146835,0.825503355704698,135.2508925999864,2,1107,21
gc-ransac,0,1014630350,0.0,0.04792013831297024,0.025000008534988336,0.022920129777981905,0.21840399759765122,0.825503355704698,136.06223309994675,2,1107,20
gair-ransac,3,906437584,0.0,0.043929437997222945,0.014610987818008495,0.029318450179214448,0.23680150786894572,0.8105891126025354,137.55513140000403,3,1087,43
gc-ransac,2,596588266,0.0,0.0565523457230869,0.02678490409011319,0.029767441632973714,0.22227847298278583,0.819537658463833,139.27887059998466,2,1099,22
gair-ransac,4,183499580,0.0,0.06129804522391541,0.03179969786517884,0.029498347358736573,0.24186112998786985,0.7822520507084265,158.72388589999173,2,1049,56
