algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,314686607,0.2,60.0,0.04943368531279499,0.017551887093565265,0.03188179821922972,0.0614807215510256,0.9883333333333333,60.01848929992411,1,497,27
gc-ransac,0,314686607,0.2,60.0,0.04937136173158448,0.017600518730327558,0.031770843001256925,0.06325714020097568,0.97,60.135782000026666,1,496,12
lo-ransac,0,314686607,0.2,60.0,0.04821389896756125,0.016830982895772978,0.031382916071788274,0.06465054443254044,0.9683333333333334,60.13881739997305,1,495,7
vanilla,0,314686607,0.2,60.0,0.08880822827645973,0.01682725768989281,0.07198097058656693,0.3347405784977906,0.93,60.0928322999971,2,495,0
gair-ransac,1,1939196106,0.2,60.0,0.04876203877702066,0.017048208128052224,0.03171383064896843,0.06444255261054145,0.985,60.21930889994837,1,496,23
gc-ransac,1,1939196106,0.2,60.0,0.04881007658820813,0.01704379399666599,0.03176628259154214,0.061522906122073555,0.9716666666666667,60.26764059998095,1,497,11
lo-ransac,1,1939196106,0.2,60.0,0.04424298687129245,0.014422812043046357,0.029820174828246095,0.06057914039767582,0.9766666666666667,60.202212600037456,1,500,9
vanilla,1,1939196106,0.2,60.0,0.09156576490955634,0.01644589284201991,0.07511987206753643,0.4492095910895518,0.92,60.32230050000362,2,492,0
gair-ransac,2,1817127739,0.2,60.0,0.04447735087612615,0.014325700256771665,0.030151650619354486,0.05991499163756409,0.9933333333333333,60.0209844999481,1,500,27
gc-ransac,2,1817127739,0.2,60.0,0.044613362125722825,0.014433847502088353,0.030179514623634468,0.062113007425309306,0.975,60.34365410008468,1,500,12
lo-ransac,2,1817127739,0.2,60.0,0.04454017105397837,0.014363737674135457,0.030176433379842906,0.05960438594332435,0.975,60.36484080005903,1,500,8
vanilla,2,1817127739,0.2,60.0,0.10292738915113876,0.015508681275024711,0.08741870787611405,0.45454758279540364,0.9066666666666666,60.06475790007971,3,500,0
gair-ransac,3,1006473231,0.2,60.0,0.046338503328932024,0.015640005660624984,0.030698497668307043,0.062035391131141954,0.9933333333333333,60.10447610006668,1,500,31
gc-ransac,3,1006473231,0.2,60.0,0.04897589151043219,0.017299151241050113,0.03167674026938208,0.05996977611351039,0.97,60.02245060005225,1,496,11
lo-ransac,3,1006473231,0.2,60.0,0.04811490020573453,0.016418950399034533,0.03169594980669999,0.06508834356740874,0.975,60.05804250005167,1,498,9
vanilla,3,1006473231,0.2,60.0,0.08999592418869788,0.016315745954779987,0.0736801782339179,0.2958734928064236,0.93,60.16933250008151,2,499,0
gair-ransac,4,1081488687,0.2,60.0,0.044302959533604504,0.014337192122721523,0.02996576741088298,0.06062579010127569,0.9933333333333333,60.01293980004266,1,500,27
gc-ransac,4,1081488687,0.2,60.0,0.0489084136164865,0.017098014598960518,0.03181039901752598,0.06453789050606527,0.9683333333333334,60.055428999941796,1,495,15
lo-ransac,4,1081488687,0.2,60.0,0.047925501047500554,0.016611964534481317,0.03131353651301924,0.06890666853847335,0.97,60.24503550003283,1,496,8
vanilla,4,1081488687,0.2,60.0,0.04856055034285299,0.01694946936898783,0.031611080973865155,0.06468708952483404,0.9683333333333334,60.160106399911456,1,495,0
