algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,2,343743907,0.1,0.11924655197319045,0.016785474155874378,0.10246107781731607,0.5060536977371602,0.8141592920353983,18.672616800002288,4,1227,0
vanilla,3,1284314016,0.1,0.13592620179488715,0.015227612311598396,0.12069858948328877,0.5801281617837808,0.7964601769911505,24.472508499980904,5,1210,0
vanilla,0,202369183,0.1,0.12778185967265693,0.01593880257762811,0.11184305709502883,0.5540338233089962,0.8021491782553729,26.727880499965977,5,1207,0
vanilla,4,700761324,0.1,0.12997934854749799,0.016196180892587134,0.11378316765491085,0.5731823283106806,0.7996207332490518,26.48855879995972,5,1211,0
vanilla,1,1766705601,0.1,0.12193524476200754,0.014582208952985799,0.10735303580902174,0.5659166529577683,0.7850821744627055,28.251083499984816,6,1199,0
lo-ransac,0,202369183,0.1,0.12677982780017805,0.015614201771285356,0.11116562602889268,0.5845839044936258,0.8470290771175727,32.30851320002694,5,1275,7
lo-ransac,2,343743907,0.1,0.13072369159457606,0.014828217549252095,0.11589547404532395,0.5108542719312772,0.8350189633375474,32.68579210003372,6,1274,8
lo-ransac,4,700761324,0.1,0.14770792146474768,0.015934122802999752,0.13177379866174793,0.5669468117222544,0.8154235145385588,40.83558880002238,5,1239,9
lo-ransac,1,1766705601,0.1,0.12417481487373178,0.0157094144021309,0.10846540047160087,0.6698646376320823,0.8027812895069533,45.52850680000847,5,1222,7
lo-ransac,3,1284314016,0.1,0.14806852461977799,0.015502580554894922,0.13256594406488306,0.6336667555899844,0.8179519595448799,47.92540990002453,5,1243,10
gair-ransac,3,1284314016,0.1,0.06575201922992101,0.029802117744458737,0.035949901485462274,0.23539830333108683,0.7439949431099874,77.25163690000772,3,1045,40
gair-ransac,0,202369183,0.1,0.052779608363602654,0.01826121888857257,0.03451838947503008,0.17426445879431532,0.8268015170670038,108.42774910002481,4,1184,42
gair-ransac,4,700761324,0.1,0.057032646982027146,0.02903544468068382,0.02799720230134333,0.21070062489624103,0.6757269279393173,121.34185159998015,2,939,50
gc-ransac,0,202369183,0.1,0.056980492763837924,0.030141736385683068,0.026838756378154856,0.22508591578794285,0.6965865992414665,123.86593029997312,2,989,35
gc-ransac,4,700761324,0.1,0.06666642042288246,0.03427706727790929,0.03238935314497317,0.22054837979754058,0.6491782553729456,139.94728690001648,2,914,33
gair-ransac,2,343743907,0.1,0.052031972360413306,0.018567762888592906,0.0334642094718204,0.16884073704121108,0.8375474083438685,155.72434120002436,4,1196,38
gc-ransac,2,343743907,0.1,0.06283150148820983,0.035972340400697515,0.026859161087512313,0.2866313351873667,0.6649810366624526,159.9112830000231,2,933,35
gair-ransac,1,1766705601,0.1,0.048399629526433036,0.018085106101912957,0.030314523424520082,0.17615136152830807,0.8533501896333755,160.1321301999851,4,1222,42
gc-ransac,3,1284314016,0.1,0.08993757040654968,0.037925246348350525,0.05201232405819915,0.2807693798301237,0.6378002528445006,178.1434499999741,2,896,33
gc-ransac,1,1766705601,0.1,0.09459871289869642,0.047547267330046834,0.04705144556864958,0.25902062490669664,0.5366624525916561,203.99823629995808,1,723,46
