algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,0,1195565397,0.2,120.0,0.18784575064632109,0.016942268726141144,0.17090348192017996,0.6708588545799484,0.7476041666666666,120.06001860002289,10,6664,0
vanilla,1,301950703,0.2,120.0,0.15898563864520346,0.017010085881839172,0.1419755527633643,0.5698897488390674,0.7520833333333333,120.18746759998612,10,6681,0
gair-ransac,1,301950703,0.2,120.0,0.055128423077134475,0.028951732167222546,0.02617669090991193,0.40244909468910317,0.6721875,120.80603330000304,5,4924,26
lo-ransac,0,1195565397,0.2,120.0,0.15577636886912502,0.0168181081093649,0.13895826075976012,0.4971738570982071,0.7544791666666667,120.56129529996542,10,6764,14
lo-ransac,1,301950703,0.2,120.0,0.15172621379095233,0.015924552358616322,0.13580166143233602,0.49843600352037104,0.7558333333333334,120.57981639995705,10,6773,17
gair-ransac,0,1195565397,0.2,120.0,0.08268569840150997,0.058582813098703196,0.024102885302806774,0.4104958888469077,0.6005208333333333,123.68163199996343,6,4218,31
gc-ransac,0,1195565397,0.2,120.0,0.10485663435131581,0.03687563702602815,0.06798099732528766,0.2898992836847386,0.6502083333333334,124.16934640001273,2,4999,18
gc-ransac,1,301950703,0.2,120.0,0.11458587411054436,0.06262859612848373,0.05195727798206062,0.3566105152750373,0.5045833333333334,124.32572180003626,1,3379,20
