algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,2028074535,0.3,60.0,0.08656875035885671,0.030250345471265688,0.05631840488759102,0.33730102172717596,0.7689423076923076,60.1006924000103,2,5742,19
gc-ransac,0,2028074535,0.3,60.0,0.11424406377238326,0.059115934647055474,0.05512812912532779,0.2674716192626337,0.5720192307692308,60.068582999985665,2,4235,10
lo-ransac,0,2028074535,0.3,60.0,0.08836869546157487,0.017788823210094826,0.07057987225148005,0.2881078746628996,0.8156730769230769,60.329043999896385,7,7641,11
vanilla,0,2028074535,0.3,60.0,0.1061379611302756,0.016695520854778188,0.08944244027549741,0.48223439225013404,0.7986538461538462,60.01512549992185,10,7704,0
gair-ransac,1,693217548,0.3,60.0,0.2048944576850315,0.1187328938239138,0.08616156386111772,0.4263626516350202,0.4888461538461538,60.172816499951296,1,2761,13
gc-ransac,1,693217548,0.3,60.0,0.12736151105242446,0.06859947119018785,0.058762039862236624,0.2948744962314803,0.5836538461538462,60.38827280001715,2,4314,10
lo-ransac,1,693217548,0.3,60.0,0.09523937814578465,0.01610276077702725,0.07913661736875739,0.3248402571190906,0.8589423076923077,60.28140219999477,6,7826,9
vanilla,1,693217548,0.3,60.0,0.100181477617975,0.016959598000409522,0.08322187961756547,0.4577425770658638,0.8166346153846153,60.08943439996801,9,7804,0
gair-ransac,2,1412065182,0.3,60.0,0.18308183257690402,0.13629038251104378,0.04679145006586023,0.35719859548295274,0.41884615384615387,60.13619590003509,1,2016,16
gc-ransac,2,1412065182,0.3,60.0,0.08805915253578409,0.029517442222825627,0.058541710312958455,0.2597680475973426,0.7158653846153846,60.28156429994851,3,5823,10
lo-ransac,2,1412065182,0.3,60.0,0.08723736776136894,0.01653524303529529,0.07070212472607365,0.3814964344073122,0.8318269230769231,60.27742699999362,7,7728,9
vanilla,2,1412065182,0.3,60.0,0.11389007193555713,0.016437786975268917,0.09745228496028821,0.5080980174688778,0.8116346153846153,60.127226599957794,9,7795,0
gc-ransac,3,1468750307,0.3,60.0,0.09158859149212494,0.04239273021574222,0.049195861276382716,0.2478848234138297,0.5705769230769231,60.14519459998701,2,4143,9
lo-ransac,3,1468750307,0.3,60.0,0.10449646466965537,0.017106224013037987,0.08739024065661738,0.4695861166129258,0.8354807692307692,60.27947710000444,6,7655,12
vanilla,3,1468750307,0.3,60.0,0.10335724353431228,0.016175363916544783,0.0871818796177675,0.4112681709593833,0.8102884615384616,60.062703499919735,10,7794,0
gair-ransac,4,1253669708,0.3,60.0,0.34317503385523207,0.271131591902002,0.07204344195323012,0.640161046643296,0.3176923076923077,60.066916300100274,1,924,15
gc-ransac,4,1253669708,0.3,60.0,0.10595644503437202,0.05545309465217075,0.05050335038220126,0.27460400100285326,0.5775,60.36165440001059,2,4290,10
lo-ransac,4,1253669708,0.3,60.0,0.08623874283374541,0.016697359257189192,0.06954138357655622,0.3329587528042883,0.8276923076923077,60.23051750008017,6,7576,10
vanilla,4,1253669708,0.3,60.0,0.09289238728568319,0.016703171854243755,0.07618921543143943,0.435766252702344,0.8111538461538461,60.012648300034925,9,7721,0
