algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1683147956,0.4,60.0,0.07769104028826002,0.03638997551093821,0.04130106477732181,0.5548249972931582,0.9016071428571428,60.35482150001917,2,7099,14
gc-ransac,0,1683147956,0.4,60.0,0.1117030299204938,0.023597731042314787,0.08810529887817901,0.35343885576476486,0.8492857142857143,60.07629060000181,2,7315,8
lo-ransac,0,1683147956,0.4,60.0,0.10754333679565431,0.014154941416575377,0.09338839537907893,0.33807077534513674,0.7734821428571429,60.11196520004887,7,7854,10
vanilla,0,1683147956,0.4,60.0,0.12792830207401454,0.015465338118953429,0.1124629639550611,0.46815120114985603,0.7635714285714286,60.50699370005168,9,7947,0
gair-ransac,1,2039251708,0.4,60.0,0.06016158730452954,0.04456805326297193,0.015593534041557607,0.5678271652946915,0.903125,60.38171380001586,2,7092,18
gc-ransac,1,2039251708,0.4,60.0,0.08088414390797703,0.02273527378811341,0.05814887011986362,0.31688512108479794,0.8483928571428572,60.21642329997849,2,7267,8
lo-ransac,1,2039251708,0.4,60.0,0.1325774896460798,0.01874802983193398,0.11382945981414581,0.6086629225634301,0.7866964285714285,60.128983399947174,6,7827,11
vanilla,1,2039251708,0.4,60.0,0.12024225085429333,0.01484014981497942,0.10540210103931391,0.4117264143824064,0.7619642857142858,60.10314910009038,9,7894,0
gair-ransac,2,1855706294,0.4,60.0,0.0536151109691496,0.03525454323782691,0.01836056773132269,0.5645469528090753,0.9265178571428572,60.202908299979754,3,7372,16
gc-ransac,2,1855706294,0.4,60.0,0.06618664500027038,0.01913543341151253,0.04705121158875786,0.32507541971743914,0.8533928571428572,60.24356390000321,2,7370,9
lo-ransac,2,1855706294,0.4,60.0,0.11274932882910303,0.015052811369043075,0.09769651746005996,0.451976197728755,0.7700892857142857,60.13188400003128,7,7815,10
vanilla,2,1855706294,0.4,60.0,0.11161042258417139,0.014440571585332506,0.09716985099883889,0.45752266656848817,0.7547321428571429,60.063017799984664,9,7871,0
gair-ransac,3,1641396314,0.4,60.0,0.05651660901416605,0.024698832789178487,0.03181777622498756,0.5594069056640191,0.928125,60.02152130007744,3,7415,15
gc-ransac,3,1641396314,0.4,60.0,0.11085221343319626,0.023578555942457894,0.08727365749073837,0.33136943352576037,0.8464285714285714,60.34056430007331,2,7325,7
lo-ransac,3,1641396314,0.4,60.0,0.10840618388072988,0.015764431587527394,0.09264175229320248,0.3613011412789864,0.7986607142857143,60.34674589999486,5,7762,11
vanilla,3,1641396314,0.4,60.0,0.12289686576948872,0.01700658870469133,0.10589027706479738,0.44262979770638405,0.7491071428571429,60.30099549994338,10,7875,0
gair-ransac,4,457126910,0.4,60.0,0.06954836028498716,0.020044230798753546,0.04950412948623362,0.3393353257554907,0.9032142857142857,60.09540049999487,2,7177,23
gc-ransac,4,457126910,0.4,60.0,0.0696239715041886,0.05863750739704721,0.010986464107141387,0.5707992107923527,0.8724107142857143,60.10066959995311,1,6983,8
lo-ransac,4,457126910,0.4,60.0,0.112367453137194,0.015397444180666676,0.09697000895652733,0.4896048888132774,0.7925,60.018083499977365,6,7852,10
vanilla,4,457126910,0.4,60.0,0.12221920722567195,0.015499103120394701,0.10672010410527724,0.5449860736667151,0.7697321428571429,60.19666779995896,8,7809,0
