algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,3,1477760985,0.4,0.15373347124226266,0.0171758601371082,0.13655761110515446,0.6571152637764427,0.7125892857142857,48.741960200015455,10,7062,0
vanilla,1,1761693346,0.4,0.12752145241805724,0.017843500455102856,0.10967795196295438,0.6714608015934274,0.6935714285714286,49.8703498999821,10,6774,0
vanilla,2,1583729117,0.4,0.1346941947709685,0.017889885446908605,0.11680430932405989,0.6023193121570529,0.7154464285714286,50.15804710006341,10,6959,0
vanilla,4,1691583398,0.4,0.1347133834582222,0.016702342749452852,0.11801104070876936,0.9101604804938548,0.7365178571428571,53.3758934000507,10,7260,0
vanilla,0,2009443271,0.4,0.12448203676849998,0.01599709728691535,0.10848493948158462,0.47407557249394805,0.7444642857142857,59.46251310000662,10,7409,0
lo-ransac,2,1583729117,0.4,0.11135758435545025,0.013076744462412792,0.09828083989303746,0.48968489432330264,0.7714285714285715,74.83043900004122,10,7807,13
lo-ransac,3,1477760985,0.4,0.12012438513975074,0.013328931656907303,0.10679545348284343,0.6125775403517695,0.768125,79.59678519994486,10,7779,16
lo-ransac,4,1691583398,0.4,0.126487380688146,0.014097496149832252,0.11238988453831375,0.5989078270261706,0.7639285714285714,82.10770270007197,10,7706,13
lo-ransac,0,2009443271,0.4,0.11955506426592555,0.013365800553073454,0.10618926371285209,0.6735153922080227,0.7791964285714286,88.73009530000854,10,7815,13
lo-ransac,1,1761693346,0.4,0.1242431244824885,0.014910491675910591,0.10933263280657791,0.4669962743935678,0.7623214285714286,92.27730089996476,10,7661,15
gc-ransac,1,1761693346,0.4,0.06349811265207617,0.05219525944373828,0.011302853208337882,0.5077849972111079,0.8778571428571429,145.67732989997603,1,6983,23
gc-ransac,2,1583729117,0.4,0.06267004815307564,0.05207078246861734,0.010599265684458306,0.5033981061720179,0.878125,154.88700220000464,1,6984,25
gair-ransac,4,1691583398,0.4,0.05952839108791079,0.043118874336519196,0.016409516751391594,0.5029245052502437,0.9058928571428572,162.5481363000581,2,7087,55
gc-ransac,4,1691583398,0.4,0.06469448913201338,0.019713903318898076,0.0449805858131153,0.312078588001593,0.8575,163.62822509999387,2,7294,27
gair-ransac,1,1761693346,0.4,0.05675920942081573,0.04217906044055083,0.014580148980264898,0.5035966822023136,0.9075892857142858,154.88905019999947,2,7106,53
gc-ransac,3,1477760985,0.4,0.06281750529341563,0.052065634952433625,0.010751870340982014,0.5034275120819293,0.8783035714285714,159.11861969996244,1,6986,27
gair-ransac,3,1477760985,0.4,0.05749647461172171,0.04203873682994614,0.015457737781775564,0.5022739085592567,0.9083035714285714,174.7774572999915,2,7111,63
gc-ransac,0,2009443271,0.4,0.10192342496836955,0.01893347731812034,0.08298994765024921,0.3256348318351131,0.8435714285714285,211.09297879994847,3,7542,39
gair-ransac,0,2009443271,0.4,0.06320030939775062,0.05222284866236288,0.010977460735387736,0.505249392998557,0.8845535714285714,176.44446249993052,1,6841,62
gair-ransac,2,1583729117,0.4,0.06264021911254063,0.051822007830560325,0.010818211281980305,0.5044995925857905,0.885,185.07602249993943,1,6841,61
