algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,3,1088549469,0.0,0.06590315589132559,0.012240022211865199,0.053663133679460386,0.2664576822707543,0.869375,26.663172799977474,6,6955,0
vanilla,2,377315876,0.0,0.08719111478715491,0.01236834662108576,0.07482276816606916,0.4366090094138682,0.870125,27.4308043999481,6,6961,0
vanilla,1,2030584322,0.0,0.08072978369255321,0.013150646944335286,0.06757913674821793,0.3303007066703246,0.866,33.46446869999636,6,6928,0
vanilla,0,6289970,0.0,0.09668702386962269,0.01292785090891987,0.08375917296070282,0.42740102021994225,0.871,40.09848569997121,6,6968,0
vanilla,4,1376397831,0.0,0.08921379600214382,0.012427255150520603,0.07678654085162322,0.4036242884066779,0.8585,43.24571530002868,7,6868,0
lo-ransac,4,1376397831,0.0,0.07507235363917408,0.012350826506182234,0.06272152713299185,0.38174707680928793,0.881875,48.27273989998503,6,7055,7
lo-ransac,0,6289970,0.0,0.09301514089996862,0.012846312276303323,0.0801688286236653,0.3129964473775575,0.87475,49.48385189997498,6,6998,11
lo-ransac,3,1088549469,0.0,0.10102619719191806,0.013682536716416515,0.08734366047550154,0.4283714409717878,0.87275,51.91962080000667,6,6982,8
lo-ransac,1,2030584322,0.0,0.08080311870582763,0.011236605495197565,0.06956651321063007,0.43647256306893867,0.877125,63.822363000013866,7,7017,10
lo-ransac,2,377315876,0.0,0.08235392556854279,0.012034067027172938,0.07031985854136985,0.46813238276681357,0.880625,71.15486070001498,7,7045,9
gc-ransac,3,1088549469,0.0,0.05596589317432053,0.02208674224081789,0.03387915093350264,0.20715175024860832,0.733,119.03626910003368,2,5864,43
gair-ransac,0,6289970,0.0,0.032050033372331414,0.013595519029672142,0.018454514342659274,0.2550938705220032,0.747875,133.42268669995246,8,5983,41
gc-ransac,0,6289970,0.0,0.04817135366726895,0.020907915756710166,0.02726343791055878,0.22967485622206887,0.728375,157.20972290000645,3,5827,39
gc-ransac,4,1376397831,0.0,0.05157589976363704,0.01500502658730608,0.036570873176330954,0.2703884875329386,0.88325,160.23309880000306,4,7066,38
gc-ransac,2,377315876,0.0,0.05783243648526736,0.022820246656393012,0.03501218982887435,0.18315348312730548,0.712875,161.0428825999843,2,5703,46
gair-ransac,2,377315876,0.0,0.039402375143776376,0.01652028514090894,0.022882090002867436,0.23519115043832017,0.630625,168.35208219999913,5,5045,56
gc-ransac,1,2030584322,0.0,0.05900905999771973,0.018220292940766814,0.04078876705695292,0.25788325797797323,0.7845,174.0684189000167,3,6276,32
gair-ransac,4,1376397831,0.0,0.03678545548870714,0.017746596388174354,0.019038859100532785,0.24796835353206673,0.64225,180.00168709998252,6,5138,61
gair-ransac,3,1088549469,0.0,0.045782961473829126,0.015249144749151521,0.030533816724677604,0.2590084169885699,0.685,187.27073490002658,5,5480,52
gair-ransac,1,2030584322,0.0,0.042988229120327875,0.017271889954362137,0.025716339165965735,0.23169513136466727,0.63925,198.8726474000141,5,5114,63
