algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
lo-ransac,3,1779062357,0.0,0.09762737106504255,0.015031723241190299,0.08259564782385224,0.5516421027924179,0.8461538461538461,9.348189599986654,3,550,3
vanilla,1,1235148768,0.0,0.06930078357136545,0.014563950941718373,0.05473683262964707,0.27363846467733544,0.8446153846153847,9.487730199994985,4,549,0
lo-ransac,2,650318616,0.0,0.11809169204630811,0.0181082535724616,0.09998343847384651,0.6831246690597435,0.8292307692307692,16.15964610001538,3,539,4
vanilla,0,1760185973,0.0,0.09387677052524843,0.016028185814533122,0.0778485847107153,0.460405151614071,0.8538461538461538,17.40698860003613,4,555,0
vanilla,2,650318616,0.0,0.0675521094600958,0.015658526942066167,0.051893582518029634,0.3399700304649092,0.823076923076923,17.519822699949145,3,535,0
lo-ransac,4,416366155,0.0,0.10058796727641757,0.016430163916797077,0.08415780335962049,0.5246034088349917,0.86,18.595480700023472,4,559,5
lo-ransac,0,1760185973,0.0,0.0970281208320322,0.017100272571012733,0.07992784826101947,0.3163070905071979,0.8507692307692307,19.737219900009222,4,553,4
vanilla,4,416366155,0.0,0.10081658814711701,0.01932418568593315,0.08149240246118386,0.5507344877247132,0.8092307692307692,22.234363899973687,4,526,0
vanilla,3,1779062357,0.0,0.09287325991075826,0.01692706611593472,0.07594619379482354,0.3925837503580442,0.8446153846153847,23.02806669997517,4,549,0
lo-ransac,1,1235148768,0.0,0.08093817988889096,0.012430261871588001,0.06850791801730295,0.43895828113088325,0.8846153846153846,23.55855050001992,4,575,5
gair-ransac,3,1779062357,0.0,0.03971599029457355,0.011780608085443293,0.027935382209130263,0.11160530566921231,0.936923076923077,28.38234030001331,3,609,11
gair-ransac,2,650318616,0.0,0.038653601439640056,0.011970795756504473,0.02668280568313558,0.08959618851829255,0.9446153846153846,29.771135699993465,3,614,13
gair-ransac,1,1235148768,0.0,0.038764442351453744,0.012109284577095753,0.026655157774357993,0.09688597125888368,0.9446153846153846,35.13104349997593,3,614,13
gair-ransac,4,416366155,0.0,0.04041072428767656,0.011729087499300399,0.028681636788376163,0.11690557444018418,0.9415384615384615,51.527484700025525,3,612,13
gair-ransac,0,1760185973,0.0,0.03939615992600724,0.01157139496975496,0.02782476495625228,0.11490437125011756,0.94,60.981657000025734,3,611,13
