algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,0,281131297,0.0,0.03624422500370162,0.012322582761964155,0.023921642241737463,0.05065920325150952,0.996,1.3484648000448942,1,498,0
vanilla,4,1080026019,0.0,0.036392496677369976,0.012458819319088965,0.02393367735828101,0.05069305646047563,0.996,1.1550062000169419,1,498,0
lo-ransac,2,316334655,0.0,0.036544887015337764,0.012561676681576274,0.023983210333761492,0.05117745723420869,0.996,1.4028420000104234,1,498,1
vanilla,2,316334655,0.0,0.03710517503952247,0.012679677309192006,0.024425497730330464,0.059454139385377205,0.998,1.4760792999877594,1,499,0
vanilla,1,676917316,0.0,0.03891544295458757,0.014011652929843457,0.02490379002474411,0.049508454476889695,1.0,2.0803654000046663,1,500,0
vanilla,3,1641653042,0.0,0.036544887015337764,0.012561676681576274,0.023983210333761492,0.05117745723420869,0.996,2.049277500016615,1,498,0
lo-ransac,4,1080026019,0.0,0.036544887015337764,0.012561676681576274,0.023983210333761492,0.05117745723420869,0.996,2.2972256999928504,1,498,1
gc-ransac,0,281131297,0.0,0.03736981760241653,0.01284856430859661,0.02452125329381992,0.05196032960264114,1.0,3.0275884000002407,1,500,2
gc-ransac,1,676917316,0.0,0.036544887015337764,0.012561676681576274,0.023983210333761492,0.05117745723420869,0.996,3.6434225999983028,1,498,2
gc-ransac,3,1641653042,0.0,0.03727068069282756,0.01278296132042422,0.024487719372403335,0.05574169605092544,1.0,3.655238500039559,1,500,2
lo-ransac,0,281131297,0.0,0.03840472632220641,0.013576563316890815,0.024828163005315592,0.056748948698171486,0.998,4.469883399957325,1,499,3
gair-ransac,1,676917316,0.0,0.036544887015337764,0.012561676681576274,0.023983210333761492,0.05117745723420869,0.996,4.315703100000974,1,498,3
lo-ransac,1,676917316,0.0,0.038233989085784334,0.01357365906580434,0.024660330019979998,0.05141895712015795,1.0,4.62068970000837,1,500,2
gair-ransac,3,1641653042,0.0,0.03660095137920092,0.012265645538897852,0.024335305840303068,0.05761683490658739,0.998,4.508995099982712,1,499,2
lo-ransac,3,1641653042,0.0,0.03752518108569451,0.012898231857269762,0.024626949228424747,0.060077053593836784,1.0,4.55416509998031,1,500,2
gair-ransac,2,316334655,0.0,0.036544887015337764,0.012561676681576274,0.023983210333761492,0.05117745723420869,0.996,5.421378700004425,1,498,2
gc-ransac,4,1080026019,0.0,0.036544887015337764,0.012561676681576274,0.023983210333761492,0.05117745723420869,0.996,5.264926900039427,1,498,2
gc-ransac,2,316334655,0.0,0.037647369960808266,0.013090404254702589,0.02455696570610568,0.05122544830825345,0.998,5.660128599964082,1,499,2
gair-ransac,4,1080026019,0.0,0.036544887015337764,0.012561676681576274,0.023983210333761492,0.05117745723420869,0.996,5.5943006000015885,1,498,3
gair-ransac,0,281131297,0.0,0.03872158223616347,0.013672537463553656,0.025049044772609812,0.05545488435072795,0.998,7.2520051000174135,1,499,5
