algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,1,2087910869,0.2,0.1578699506491187,0.010730054515762843,0.14713989613335587,0.35957271640665733,0.8110627719080175,11.317664499976672,4,1254,0
vanilla,4,183499580,0.2,0.15557033935997988,0.010249053180337895,0.145321286179642,0.4763376823820002,0.800497203231821,15.57223199994769,4,1235,0
vanilla,2,596588266,0.2,0.14860111962780362,0.010564263471648556,0.13803685615615507,0.363184009060216,0.8303293971410814,16.931777100020554,4,1265,0
vanilla,3,906437584,0.2,0.19375870588914024,0.011998946810988915,0.1817597590781513,0.6540053042160244,0.8104412678682411,16.960028899949975,4,1247,0
vanilla,0,1014630350,0.2,0.14820150125998902,0.01131124193823042,0.1368902593217586,0.4583761453280331,0.8203853325046613,19.75712470000144,4,1257,0
lo-ransac,4,183499580,0.2,0.13891457163604679,0.010632441045633274,0.12828213059041352,0.35311034112896483,0.8104412678682411,21.328097399964463,4,1247,7
lo-ransac,2,596588266,0.2,0.16470048106543997,0.011296866263478467,0.1534036148019615,0.46565915099973676,0.8079552517091361,28.458946800034028,4,1248,8
lo-ransac,1,2087910869,0.2,0.17807360791433166,0.012223506708380317,0.16585010120595134,0.47933726333448934,0.8259788688626476,28.659857799997553,4,1264,6
lo-ransac,3,906437584,0.2,0.16111401528664848,0.011214484502417434,0.14989953078423104,0.4078596426664438,0.8067122436295836,31.91992230003234,4,1248,4
gair-ransac,2,596588266,0.2,0.051486359197718705,0.013430160220846456,0.03805619897687225,0.23593512663515193,0.9154754505904288,38.2237680000253,2,1237,12
lo-ransac,0,1014630350,0.2,0.14759115277173637,0.013053980231997149,0.13453717253973924,0.3943886114725554,0.8079552517091361,39.64407860004576,4,1239,9
gair-ransac,3,906437584,0.2,0.04195154551963745,0.0064601334133243555,0.0354914121063131,0.15805419491567765,0.947172156619018,52.51657430001069,3,1293,18
gair-ransac,1,2087910869,0.2,0.05065533214864766,0.013051310250078555,0.03760402189856911,0.23599974952223984,0.9073958980733374,53.52882090001367,2,1228,17
gair-ransac,0,1014630350,0.2,0.05066708678476141,0.013189039535551289,0.03747804724921012,0.2361942916778721,0.9080174021131138,53.911390399967786,2,1229,13
gc-ransac,3,906437584,0.2,0.100987566833035,0.018191597246581488,0.08279596958645351,0.20874098961023788,0.7134866376631448,105.14677789999405,1,961,29
gc-ransac,4,183499580,0.2,0.10147266580803636,0.01781906370740953,0.08365360210062683,0.2026804991820708,0.7277812305779987,120.29903870000271,1,988,29
gc-ransac,0,1014630350,0.2,0.08079754413261861,0.012960932444120452,0.06783661168849815,0.2592229854176728,0.8464885021752642,122.01440710003953,2,1208,26
gc-ransac,1,2087910869,0.2,0.10665967370878641,0.018422451551569064,0.08823722215721735,0.21361938746350317,0.7308887507768801,123.0244234999991,1,987,26
gair-ransac,4,183499580,0.2,0.043150250471788526,0.005271884910045227,0.0378783655617433,0.15312250107504108,0.9546302050963331,125.65029269998195,4,1310,35
gc-ransac,2,596588266,0.2,0.10782968474358268,0.01754854375337716,0.09028114099020552,0.21776030596692106,0.7296457426973275,169.78484029998071,1,994,34
