algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1365990088,0.0,60.0,0.11915048416845114,0.08611753611400448,0.033032948054446655,0.4283692624880282,0.304375,60.08711590000894,2,2435,19
gc-ransac,0,1365990088,0.0,60.0,0.0790385324197238,0.02981952571745606,0.049219006702267754,0.3082673140598114,0.60775,60.284712499938905,2,4862,15
lo-ransac,0,1365990088,0.0,60.0,0.08590956745373646,0.014580787724620271,0.07132877972911618,0.3705146334916176,0.965875,60.24188270000741,7,7727,10
vanilla,0,1365990088,0.0,60.0,0.08245742712217566,0.01320269253093005,0.0692547345912456,0.3475924593774624,0.9935,60.06723340007011,10,7948,0
gair-ransac,1,248207700,0.0,60.0,0.09168618720083166,0.06672760844182297,0.02495857875900868,0.415602181460061,0.420875,60.26016479998361,4,3367,19
gc-ransac,1,248207700,0.0,60.0,0.10200969719974926,0.05537364930136234,0.04663604789838692,0.3221091345863734,0.44175,60.20556850009598,1,3534,14
lo-ransac,1,248207700,0.0,60.0,0.09562854388924909,0.015214902744436997,0.08041364114481209,0.3568195071342232,0.963,60.03459940000903,7,7704,12
vanilla,1,248207700,0.0,60.0,0.10741852820182901,0.01370331378004688,0.09371521442178213,0.584497903822668,0.989875,60.668593500042334,10,7919,0
gair-ransac,2,624573896,0.0,60.0,0.12572189860875116,0.08526632646357665,0.0404555721451745,0.4303562777244434,0.3045,60.0471239000326,2,2436,18
gc-ransac,2,624573896,0.0,60.0,0.09327452571896729,0.051441370243758756,0.04183315547520853,0.3273711265924732,0.448125,60.04395670001395,1,3585,13
lo-ransac,2,624573896,0.0,60.0,0.09854547702943615,0.015177574239334272,0.08336790279010188,0.5920536686405925,0.968,60.23740069998894,7,7744,10
vanilla,2,624573896,0.0,60.0,0.10641974957335326,0.013394875208413178,0.09302487436494009,0.62572732670268,0.993,60.195785500109196,9,7944,0
gair-ransac,3,1180128004,0.0,60.0,0.09419689120825454,0.06923979851189711,0.02495709269635743,0.4092542250878783,0.411875,60.232707599992864,4,3295,19
gc-ransac,3,1180128004,0.0,60.0,0.1034316966616829,0.054901681675732304,0.0485300149859506,0.29832713918893927,0.4575,60.328211400075816,1,3660,13
lo-ransac,3,1180128004,0.0,60.0,0.09469601964969772,0.016474373551650257,0.07822164609804746,0.36840754769272366,0.931,60.25606779998634,6,7448,11
vanilla,3,1180128004,0.0,60.0,0.09446629295648536,0.013403457471781729,0.08106283548470362,0.5063481256113734,0.99675,60.03149439999834,10,7974,0
gair-ransac,4,70524802,0.0,60.0,0.09938046230875935,0.07099293253363742,0.02838752977512193,0.4119026089639677,0.397125,60.02024939993862,3,3177,21
gc-ransac,4,70524802,0.0,60.0,0.09839245742690951,0.05167123295108051,0.046721224475829,0.33527143293447226,0.4605,60.289417000021785,1,3684,13
lo-ransac,4,70524802,0.0,60.0,0.09814551322386227,0.01467148564281831,0.08347402758104396,0.429973871505903,0.958125,60.27463540004101,7,7665,10
vanilla,4,70524802,0.0,60.0,0.09736894978235408,0.013470396790565163,0.08389855299178892,0.5544360061121911,0.995125,56.531907099997625,10,7961,0
