algo,method,outlier_frac,budget_s,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
gair-ransac,exhaustive,0.05,120.0,1,3038,12,0.140723,0.121451,0.019272,0.428069,12
gair-ransac,ransacov,0.05,120.0,1,3122,12,0.143062,0.11472,0.028342,0.429639,12
gc-ransac,exhaustive,0.05,120.0,1,3432,3,0.097481,0.055665,0.041816,0.34208,3
gc-ransac,ransacov,0.05,120.0,1,3682,3,0.102377,0.051133,0.051244,0.301759,3
lo-ransac,exhaustive,0.05,120.0,1,3509,18,0.097299,0.051682,0.045617,0.343976,18
lo-ransac,ransacov,0.05,120.0,1,3574,18,0.102261,0.054721,0.04754,0.29518,18
vanilla,exhaustive,0.05,120.0,1,3385,20,0.101376,0.051703,0.049673,0.289621,20
vanilla,ransacov,0.05,120.0,1,3417,20,0.113736,0.059869,0.053867,0.306845,20
