algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,895360474,0.3,60.0,0.25414698750108067,0.22611593573412517,0.028031051766955525,0.9287184173639813,0.7131382673551349,60.93350390007254,1,845,19
lo-ransac,0,895360474,0.3,60.0,0.18866052709188688,0.020440627516050507,0.16821989957583638,0.5634957107039232,0.8129661503155479,60.28076989995316,5,1274,9
vanilla,0,895360474,0.3,60.0,0.17906706127159872,0.01862621852648335,0.16044084274511536,0.575576768115213,0.7917383820998278,60.03594879992306,8,1306,0
gair-ransac,1,423841986,0.3,60.0,0.12025454977853328,0.09274133393478197,0.027513215843751316,0.9152872464835461,0.7768215720022948,60.318796599982306,2,956,17
lo-ransac,1,423841986,0.3,60.0,0.19085440503811896,0.018179203399904087,0.17267520163821487,0.7935473553685445,0.7997705106138842,60.68291890004184,7,1287,7
vanilla,1,423841986,0.3,60.0,0.19823468830581756,0.017144109102024914,0.18109057920379265,0.6942960454306918,0.802065404475043,60.212357399985194,8,1311,0
gair-ransac,2,1234759315,0.3,60.0,0.2528466714028381,0.2251339294793156,0.027712741923522542,0.9304371921261962,0.7102696500286861,60.251073500025086,1,840,20
lo-ransac,2,1234759315,0.3,60.0,0.18044157118896365,0.01864155106375809,0.16180002012520556,0.5481191625525694,0.8014916810097533,60.11749750003219,6,1277,10
vanilla,2,1234759315,0.3,60.0,0.18665143126948558,0.017214453619788142,0.16943697764969742,0.6612493280332219,0.7969018932874354,60.01420059998054,8,1308,0
gair-ransac,3,1996581994,0.3,60.0,0.25337686197352727,0.2251227654677402,0.02825409650578704,0.9265629576831046,0.7154331612162937,60.20369639992714,1,849,20
lo-ransac,3,1996581994,0.3,60.0,0.17173065989351402,0.017933020182660738,0.15379763971085328,0.5116555960228597,0.8089500860585198,60.29708380007651,7,1322,8
vanilla,3,1996581994,0.3,60.0,0.19514724462875488,0.016324069678206297,0.17882317495054859,0.706917026417567,0.7900172117039587,60.188471400062554,9,1313,0
gair-ransac,4,228686992,0.3,60.0,0.2539773974699524,0.2260671275457925,0.02791026992415988,0.9317041263050224,0.7131382673551349,60.0361905999016,1,845,12
lo-ransac,4,228686992,0.3,60.0,0.19375160032440503,0.018245899562567287,0.17550570076183775,0.7212198329225076,0.8066551921973609,60.641871500061825,7,1297,8
vanilla,4,228686992,0.3,60.0,0.20030753122434358,0.018972059065503533,0.18133547215884005,0.713507262598221,0.8037865748709122,60.35110219998751,8,1313,0
