algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,3,1928932686,0.25,0.06397133690091222,0.01478816216417176,0.04918317473674047,0.2226815531978107,0.8365384615384616,7.024035699956585,2,390,0
lo-ransac,0,721560819,0.25,0.06880087356907177,0.01503127417848803,0.05376959939058374,0.21771093937915884,0.8269230769230769,9.94771140004741,2,388,3
vanilla,1,671918867,0.25,0.07620263321320309,0.015506080907499201,0.06069655230570389,0.1803076814214627,0.8346153846153846,10.077098500041757,2,390,0
vanilla,0,721560819,0.25,0.07044019744777008,0.014873568525733181,0.0555666289220369,0.20887543291224753,0.8365384615384616,10.5444558999734,2,394,0
lo-ransac,3,1928932686,0.25,0.07182540885707445,0.01441170808513775,0.0574137007719367,0.21367878912911573,0.8423076923076923,10.381373699987307,2,396,2
vanilla,2,1153974482,0.25,0.06839926136373824,0.014768882252770203,0.05363037911096804,0.1621205950762843,0.8538461538461538,11.537401400040835,2,399,0
lo-ransac,2,1153974482,0.25,0.07020574395337915,0.014285379993641843,0.05592036395973731,0.18945027906057607,0.8326923076923077,12.536115000024438,2,392,2
vanilla,4,1175509482,0.25,0.06595455395881442,0.014197023963822237,0.05175752999499218,0.16713792843087869,0.8384615384615385,12.460629200038966,2,390,0
lo-ransac,1,671918867,0.25,0.06752699320740686,0.014526832868608978,0.05300016033879788,0.15309438403199127,0.8480769230769231,13.581099600007292,2,398,3
lo-ransac,4,1175509482,0.25,0.06911222464520989,0.014445112624519148,0.05466711202069074,0.18398433317284835,0.8461538461538461,14.101964399975259,2,395,2
gair-ransac,2,1153974482,0.25,0.04848645399398018,0.009283517391770272,0.03920293660220991,0.2209466763858096,0.9673076923076923,17.34848589997273,2,416,10
gc-ransac,2,1153974482,0.25,0.05249884134556597,0.018183870901731604,0.034314970443834365,0.10512176024844157,0.8288461538461539,61.70168860000558,1,361,24
gc-ransac,3,1928932686,0.25,0.05350953116769482,0.019037480401472337,0.034472050766222485,0.10554428849269619,0.8480769230769231,65.66103439999279,1,371,26
gc-ransac,0,721560819,0.25,0.05263300989942506,0.018377061180277883,0.034255948719147174,0.103755620490211,0.8307692307692308,74.228397400002,1,362,28
gair-ransac,4,1175509482,0.25,0.05261680764075282,0.018664742776233166,0.033952064864519654,0.10385729970584989,0.8846153846153846,75.39667489996646,1,368,45
gair-ransac,1,671918867,0.25,0.05266753653296164,0.018368456470488286,0.034299080062473356,0.10389511795130522,0.8711538461538462,77.36839610000607,1,361,49
gair-ransac,3,1928932686,0.25,0.05474059816360568,0.019983123087102338,0.03475747507650334,0.106679530951751,0.8826923076923077,77.30295219999971,1,365,49
gc-ransac,4,1175509482,0.25,0.0527986024390751,0.01848385720350563,0.034314745235569474,0.10516531671314955,0.8326923076923077,81.86019199999282,1,361,27
gair-ransac,0,721560819,0.25,0.05249112023586558,0.018382279706053852,0.034108840529811724,0.10192882550432716,0.8730769230769231,85.38864249998005,1,362,46
gc-ransac,1,671918867,0.25,0.052856256650811895,0.018521625835969946,0.03433463081484195,0.10427731014874865,0.8403846153846154,95.08523440000135,1,366,27
