algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
lo-ransac,0,657460756,0.2,60.0,0.13702330563263795,0.01618624017742312,0.12083706545521485,0.8680082273527259,0.8538461538461538,60.129536199965514,6,629,11
vanilla,0,657460756,0.2,60.0,0.10703819686468913,0.014608236626551871,0.09242996023813725,0.5808737748107425,0.8564102564102564,60.24159079999663,9,639,0
gair-ransac,1,1943913580,0.2,60.0,0.3562923475584721,0.32553498969935796,0.030757357859114137,0.8392057459532181,0.4461538461538462,60.72866670007352,2,223,18
lo-ransac,1,1943913580,0.2,60.0,0.1164531157683303,0.017735170133738612,0.09871794563459169,0.513690634738002,0.823076923076923,60.10413089999929,6,608,8
vanilla,1,1943913580,0.2,60.0,0.12700946658544401,0.015375732800663048,0.11163373378478096,0.6057509911094178,0.8512820512820513,60.091058399993926,9,640,0
gair-ransac,2,8213842,0.2,60.0,0.3536885365772815,0.3287949376541259,0.024893598923155603,0.8460546071116255,0.4217948717948718,60.02306719997432,1,204,18
lo-ransac,2,8213842,0.2,60.0,0.13157092222355557,0.01717144345105411,0.11439947877250146,0.7770614650290334,0.8448717948717949,60.00887150003109,5,621,11
vanilla,2,8213842,0.2,60.0,0.11771583519740059,0.01590079537806195,0.10181503981933863,0.5460616710437364,0.8461538461538461,60.37018500000704,9,631,0
gair-ransac,3,2098269281,0.2,60.0,0.3564338143356835,0.3310690332380934,0.025364781097590126,0.8404712561834431,0.4217948717948718,60.10242420004215,1,204,16
lo-ransac,3,2098269281,0.2,60.0,0.13777780305779108,0.01701918417718049,0.12075861888061058,0.727681850022043,0.8435897435897436,60.13129080005456,7,623,10
vanilla,3,2098269281,0.2,60.0,0.11322146708250441,0.015854636328900065,0.09736683075360435,0.48015681541385424,0.8346153846153846,60.24013379996177,8,623,0
gair-ransac,4,1980593794,0.2,60.0,0.5578695939953754,0.5315552828042623,0.02631431119111302,1.077052798741971,0.2282051282051282,60.606431500054896,1,48,13
lo-ransac,4,1980593794,0.2,60.0,0.10731247630698565,0.016449219258775176,0.09086325704821047,0.40836989954321945,0.8435897435897436,60.011717900051735,7,624,10
vanilla,4,1980593794,0.2,60.0,0.1189227699039649,0.01462352906493987,0.10429924083902503,0.7802769017840286,0.85,60.05998730007559,10,638,0
