algo,method,outlier_frac,budget_s,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
lo-ransac,exhaustive,0.3,60.0,1,344,24,0.081108,0.028522,0.052586,0.173959,24
lo-ransac,ransacov,0.3,60.0,1,344,24,0.081108,0.028522,0.052586,0.173959,24
vanilla,exhaustive,0.3,60.0,1,324,38,0.082294,0.029356,0.052939,0.173522,38
vanilla,ransacov,0.3,60.0,1,324,38,0.082294,0.029356,0.052939,0.173522,38
