algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
lo-ransac,0,898752222,0.3,60.0,0.10264951582642236,0.01667400941804377,0.08597550640837859,0.24303309828692074,0.8277777777777777,60.326674700016156,5,414,10
vanilla,0,898752222,0.3,60.0,0.10168162965531329,0.016564541821988837,0.08511708783332445,0.2719516853883752,0.8148148148148148,60.05005060008261,7,412,0
lo-ransac,1,756965441,0.3,60.0,0.10705446793469561,0.01775336760239562,0.0893011003323,0.4012560137238614,0.8148148148148148,60.057246100041084,5,403,8
vanilla,1,756965441,0.3,60.0,0.10897574849670322,0.016889319402738728,0.09208642909396449,0.3979361842585964,0.7907407407407407,60.21462910005357,8,406,0
lo-ransac,2,1347287830,0.3,60.0,0.09547011246679744,0.018373369832519845,0.0770967426342776,0.265756172951705,0.8425925925925926,60.06076720007695,4,408,6
vanilla,2,1347287830,0.3,60.0,0.10594401207753827,0.017173261469891524,0.08877075060764675,0.33597861836995757,0.7888888888888889,60.12609429995064,8,401,0
lo-ransac,3,1512194228,0.3,60.0,0.10198095595741882,0.01815153239602709,0.08382942356139174,0.25009223912457546,0.8314814814814815,60.2812865000451,5,413,8
vanilla,3,1512194228,0.3,60.0,0.09583147713632223,0.01603909443675996,0.07979238269956226,0.29933929515817476,0.7981481481481482,60.50719899998512,8,405,0
lo-ransac,4,1897790946,0.3,60.0,0.09460790379241635,0.016892258900576003,0.07771564489184034,0.2878434047908781,0.8351851851851851,60.072292499942705,5,411,10
vanilla,4,1897790946,0.3,60.0,0.09596799635212311,0.015469394721719595,0.08049860163040351,0.46256933922052396,0.8351851851851851,60.04986669996288,7,413,0
