algo,method,outlier_frac,budget_s,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
gair-ransac,exhaustive,0.15,120.0,1,2807,5,0.177693,0.138885,0.038808,0.404145,5
gair-ransac,ransacov,0.15,120.0,1,3298,5,0.205749,0.162799,0.04295,0.645498,5
gc-ransac,exhaustive,0.15,120.0,1,2617,5,0.10989,0.067044,0.042846,0.221041,5
gc-ransac,ransacov,0.15,120.0,1,3144,5,0.156319,0.094547,0.061772,0.354655,5
lo-ransac,exhaustive,0.15,120.0,1,2432,20,0.13313,0.084028,0.049102,0.311156,20
lo-ransac,ransacov,0.15,120.0,1,3482,20,0.138023,0.085175,0.052849,0.316359,20
vanilla,exhaustive,0.15,120.0,1,2750,20,0.128361,0.077326,0.051035,0.274403,20
vanilla,ransacov,0.15,120.0,1,3115,20,0.130437,0.075788,0.054649,0.309991,20
