algo,method,outlier_frac,budget_s,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
gair-ransac,exhaustive,0.35,120.0,1,3200,6,0.160931,0.12561,0.035321,0.425281,6
gair-ransac,ransacov,0.35,120.0,1,3200,6,0.160931,0.12561,0.035321,0.425281,6
gc-ransac,exhaustive,0.35,120.0,1,3059,3,0.131275,0.083647,0.047628,0.331783,3
gc-ransac,ransacov,0.35,120.0,1,3059,3,0.131275,0.083647,0.047628,0.331783,3
lo-ransac,exhaustive,0.35,120.0,1,2896,20,0.127238,0.079175,0.048063,0.314039,20
lo-ransac,ransacov,0.35,120.0,1,2896,20,0.127238,0.079175,0.048063,0.314039,20
vanilla,exhaustive,0.35,120.0,1,2489,20,0.131206,0.082255,0.048951,0.278678,20
vanilla,ransacov,0.35,120.0,1,2489,20,0.131206,0.082255,0.048951,0.278678,20
