algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,329867922,0.1,60.0,0.04155386422376851,0.01471454340044042,0.026839320823328086,0.06759000854190364,0.990909090909091,60.1564270000672,1,496,17
gc-ransac,0,329867922,0.1,60.0,0.04213207959126337,0.014738532859893778,0.02739354673136959,0.057657507852690935,0.9836363636363636,60.51198539999314,1,496,16
lo-ransac,0,329867922,0.1,60.0,0.042172743551103536,0.014773112220863936,0.027399631330239597,0.07200174632690858,0.9781818181818182,60.060496899997815,1,492,9
vanilla,0,329867922,0.1,60.0,0.04263857275709217,0.01522375636218963,0.027414816394902543,0.06214896256871219,0.9818181818181818,60.002391200046986,1,494,0
gair-ransac,1,1425979913,0.1,60.0,0.042484035895908205,0.015081770668981599,0.027402265226926608,0.06416286549109522,0.990909090909091,60.05968679999933,1,496,15
gc-ransac,1,1425979913,0.1,60.0,0.04176917415561644,0.014681442313866064,0.027087731841750378,0.06520617256349909,0.9836363636363636,60.0277889999561,1,495,12
lo-ransac,1,1425979913,0.1,60.0,0.042049277519630696,0.0149129923588547,0.027136285160775996,0.063783160409266,0.98,60.02959330007434,1,493,7
vanilla,1,1425979913,0.1,60.0,0.04169897500815964,0.014533374643731499,0.02716560036442814,0.06159537622415499,0.9781818181818182,60.28718530002516,1,493,0
gair-ransac,2,967638479,0.1,60.0,0.04280264534825959,0.015380017920451688,0.0274226274278079,0.06645282800925184,0.990909090909091,60.1607406999683,1,496,16
gc-ransac,2,967638479,0.1,60.0,0.04211754277826335,0.014834895005831211,0.02728264777243214,0.0608775056296514,0.9836363636363636,60.408721999963745,1,496,13
lo-ransac,2,967638479,0.1,60.0,0.04199897100537074,0.014901481379372689,0.02709748962599805,0.06599474965134267,0.9836363636363636,60.01174829993397,1,495,6
vanilla,2,967638479,0.1,60.0,0.04233325509419264,0.014939136967455219,0.027394118126737425,0.06483358565841262,0.9818181818181818,60.1597502999939,1,494,0
gair-ransac,3,652785935,0.1,60.0,0.04177086285145199,0.014743973244204555,0.027026889607247435,0.0668312020063605,0.9872727272727273,60.22752309998032,1,494,16
gc-ransac,3,652785935,0.1,60.0,0.04247686324734626,0.015097843863517924,0.027379019383828338,0.06794434187703342,0.9854545454545455,60.025099199963734,1,497,12
lo-ransac,3,652785935,0.1,60.0,0.04193762523224451,0.01482902834892627,0.027108596883318233,0.06432163517043707,0.9836363636363636,60.33606950007379,1,495,8
vanilla,3,652785935,0.1,60.0,0.042680674771637936,0.015140667882225116,0.027540006889412817,0.061425297336887535,0.9818181818181818,60.242746100062504,1,495,0
gair-ransac,4,1535018046,0.1,60.0,0.04188695626511514,0.014891562524543647,0.026995393740571496,0.06252008487084908,0.990909090909091,60.32346189999953,1,496,16
gc-ransac,4,1535018046,0.1,60.0,0.041023109578464806,0.014250166856031726,0.02677294272243308,0.06349562970402774,0.9854545454545455,60.235887599992566,1,496,17
lo-ransac,4,1535018046,0.1,60.0,0.04200723448092599,0.01493088328347422,0.027076351197451772,0.05885711404699303,0.9854545454545455,60.158562700031325,1,496,9
vanilla,4,1535018046,0.1,60.0,0.04151057959955287,0.014487465373427991,0.027023114226124877,0.06343681220839253,0.9745454545454545,60.046920599997975,1,490,0
