algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1683147956,0.0,60.0,0.041959563870853034,0.01425897039998512,0.027700593470867917,0.22794844711324255,0.960375,60.071572199929506,4,7683,22
gc-ransac,0,1683147956,0.0,60.0,0.0510646015738338,0.033536696353040775,0.01752790522079303,0.547088951399771,0.936,60.2116565000033,3,7488,19
lo-ransac,0,1683147956,0.0,60.0,0.14058655121921335,0.01471963648384752,0.12586691473536582,0.5128707481115137,0.998375,60.10764329996891,6,7987,12
vanilla,0,1683147956,0.0,60.0,0.13685733797258284,0.01414341974378474,0.1227139182287981,0.7391846880634305,0.99875,60.127561799949035,9,7990,0
gair-ransac,1,2039251708,0.0,60.0,0.06916511869283597,0.024401579829748398,0.044763538863087565,0.5560702393184989,0.92525,60.26920129999053,3,7402,17
gc-ransac,1,2039251708,0.0,60.0,0.03288558717180665,0.014464309737201432,0.018421277434605223,0.0754209316470718,0.99925,60.113565500010736,5,7994,24
lo-ransac,1,2039251708,0.0,60.0,0.13835779348335964,0.014640619710990819,0.12371717377236881,0.589074679519102,0.997375,60.144873399985954,6,7979,11
vanilla,1,2039251708,0.0,60.0,0.1271626583210614,0.014122411155629063,0.11304024716543236,0.4927267511975217,0.999875,60.01695149997249,9,7999,0
gair-ransac,2,1855706294,0.0,60.0,0.06943939865899784,0.05797131166471837,0.011468086994279468,0.5655901972834277,0.851625,60.07262680004351,1,6813,19
gc-ransac,2,1855706294,0.0,60.0,0.060918866638145684,0.04497752879551619,0.015941337842629494,0.568035690541733,0.90725,60.036744999932125,2,7258,15
lo-ransac,2,1855706294,0.0,60.0,0.14795421379830775,0.01497150136817133,0.13298271243013643,0.7164512779616293,0.997625,60.04995949997101,5,7981,13
vanilla,2,1855706294,0.0,60.0,0.14925215019100835,0.015132698701209481,0.13411945148979887,0.8158175416914986,0.99975,60.06564449996222,9,7998,0
gair-ransac,3,1641396314,0.0,60.0,0.07039140732790405,0.03484889432890682,0.035542512998997244,0.5648879933349825,0.89325,60.09932559996378,2,7146,20
gc-ransac,3,1641396314,0.0,60.0,0.06078835880650332,0.04482213215061508,0.01596622665588825,0.5650488102794669,0.90725,60.14324610005133,2,7258,18
lo-ransac,3,1641396314,0.0,60.0,0.11073264419505188,0.015510829904304925,0.09522181429074696,0.4355098412147698,0.999125,60.35121170000639,6,7993,14
vanilla,3,1641396314,0.0,60.0,0.13872081376851886,0.01544514523964578,0.12327566852887309,0.6270903889984265,0.9985,60.291246400098316,8,7988,0
gair-ransac,4,457126910,0.0,60.0,0.07015877392802602,0.03504761334409317,0.03511116058393286,0.5682198229050927,0.89275,60.159820599947125,2,7142,21
gc-ransac,4,457126910,0.0,60.0,0.03400655274980172,0.015207228557657963,0.01879932419214376,0.0836297429420741,0.998375,60.187110999948345,5,7987,23
lo-ransac,4,457126910,0.0,60.0,0.11337288517336612,0.014585498659941023,0.0987873865134251,0.5620356103788979,0.9985,60.210753299994394,5,7988,13
vanilla,4,457126910,0.0,60.0,0.14243575796954192,0.014475850316259798,0.1279599076532821,0.8465247146129855,0.999625,57.7290653999662,10,7997,0
