algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,895360474,0.4,60.0,0.2527524666145179,0.22482576824990574,0.027926698364612163,0.9279768914223246,0.7378795950985615,60.09683190006763,1,850,15
lo-ransac,0,895360474,0.4,60.0,0.18857977487443067,0.02168628068669344,0.16689349418773725,0.6557737837177449,0.7634523175279702,60.290148800006136,5,1247,8
vanilla,0,895360474,0.4,60.0,0.19256406229273784,0.019760932014111793,0.17280313027862604,0.7247338900713495,0.7384123601491742,60.23333369998727,8,1297,0
gair-ransac,1,423841986,0.4,60.0,0.2564218142073523,0.22643837413983867,0.02998344006751366,0.9340719117485077,0.7309536494405967,60.055394700029865,1,838,12
lo-ransac,1,423841986,0.4,60.0,0.19086917036952866,0.019593982206779728,0.17127518816274895,0.6011696566161855,0.770378263185935,60.05371120001655,6,1274,10
vanilla,1,423841986,0.4,60.0,0.18962992764647002,0.01710636920794709,0.17252355843852293,0.6156078745794671,0.7373468300479489,60.126257900032215,9,1304,0
gair-ransac,2,1234759315,0.4,60.0,0.25233961237938046,0.22446294414342519,0.027876668235955252,0.9269156183030928,0.7330847096430474,60.288542599999346,1,842,12
lo-ransac,2,1234759315,0.4,60.0,0.19519474210636223,0.02133764748535162,0.17385709462101062,0.5327631752914463,0.7666489078316463,60.03302189998794,5,1263,8
vanilla,2,1234759315,0.4,60.0,0.20966274915965222,0.01845629514755064,0.19120645401210157,0.7418180061430656,0.7474693660095898,60.54444460000377,9,1307,0
gair-ransac,3,1996581994,0.4,60.0,0.2528520680379924,0.22517949521422145,0.02767257282377092,0.9292415577432175,0.7330847096430474,60.06455160002224,1,841,23
lo-ransac,3,1996581994,0.4,60.0,0.2194633985932955,0.020692678113726094,0.1987707204795694,0.7969146224379031,0.7581246670218433,60.02500180003699,7,1288,8
vanilla,3,1996581994,0.4,60.0,0.19953960360514467,0.01857559420829619,0.18096400939684848,0.7775202318799163,0.753862546616942,60.64883770002052,9,1322,0
gair-ransac,4,228686992,0.4,60.0,0.25209536409587713,0.2243462298718896,0.027749134223987545,0.926838795931726,0.7368140649973361,60.411818300024606,1,849,16
lo-ransac,4,228686992,0.4,60.0,0.18942520863851814,0.018875912919821578,0.17054929571869656,0.6646305715569149,0.7938199254128929,60.419437299948186,5,1286,11
vanilla,4,228686992,0.4,60.0,0.20973942499753565,0.01841115882464059,0.19132826617289506,1.0817760462181698,0.7458710708577517,60.176847300026566,8,1294,0
