algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,2088981716,0.3,60.0,0.22760037667233704,0.20224255029144178,0.025357826380895267,0.7936908545458905,0.5060728744939271,60.25656719994731,1,205,16
lo-ransac,0,2088981716,0.3,60.0,0.19808536241444663,0.01846435406164053,0.17962100835280612,0.7086152378653254,0.7800269905533064,60.37016610009596,6,518,9
vanilla,0,2088981716,0.3,60.0,0.2230644510361534,0.020039101796370737,0.2030253492397827,0.9604457232508762,0.7611336032388664,60.355249500018544,7,511,0
gair-ransac,1,1350635610,0.3,60.0,0.12875175053611487,0.10600501602629311,0.02274673450982177,0.5556128256698526,0.6140350877192983,60.351326199946925,2,286,15
lo-ransac,1,1350635610,0.3,60.0,0.20719195273311522,0.026630823521684836,0.1805611292114304,0.601788816935518,0.6747638326585695,60.51576089998707,5,443,9
vanilla,1,1350635610,0.3,60.0,0.23642434209837754,0.019753642930961702,0.21667069916741583,0.8418818892370477,0.7651821862348178,60.1997507000342,7,508,0
gair-ransac,2,551331639,0.3,60.0,0.12878269716656449,0.10596328592769633,0.02281941123886816,0.5481226312368412,0.6167341430499326,60.08848389994819,2,288,21
lo-ransac,2,551331639,0.3,60.0,0.2241208105820989,0.019996904502323536,0.20412390607977537,0.6242425846574822,0.7705802968960864,60.02796219999436,6,522,10
vanilla,2,551331639,0.3,60.0,0.2092548601004119,0.020116846829012117,0.18913801327139976,0.6673675717039309,0.7314439946018894,60.116844499949366,7,500,0
gair-ransac,3,2072799182,0.3,60.0,0.12677753327736926,0.10306777176748111,0.023709761509888152,0.547439249478498,0.6059379217273954,60.27094989991747,2,280,17
lo-ransac,3,2072799182,0.3,60.0,0.2063723322393708,0.022388532721405476,0.1839837995179653,0.8473379092794039,0.7260458839406208,60.07230680005159,6,482,10
vanilla,3,2072799182,0.3,60.0,0.21762459556653682,0.021081013322638068,0.19654358224389876,0.7750328202184824,0.7246963562753036,60.25946899992414,7,498,0
gair-ransac,4,890138806,0.3,60.0,0.12665996790492465,0.10330769170582237,0.02335227619910227,0.542491449050946,0.611336032388664,60.13749540003482,2,284,13
lo-ransac,4,890138806,0.3,60.0,0.22541140813722216,0.0197240210767957,0.20568738706042647,0.7645584926727955,0.7908232118758435,60.246187500073574,6,518,9
vanilla,4,890138806,0.3,60.0,0.2023257634606072,0.020268825111138644,0.18205693834946857,0.691920360589363,0.7638326585695007,60.03921740001533,7,514,0
