algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
lo-ransac,0,1994545983,0.3,60.0,0.09968570271867157,0.015220964357441248,0.08446473836123032,0.45267081155422567,0.8015384615384615,60.36548500007484,7,498,10
vanilla,0,1994545983,0.3,60.0,0.09774944454197447,0.015530950670392616,0.08221849387158185,0.5663956225646941,0.816923076923077,60.052214100025594,7,498,0
lo-ransac,1,1538468048,0.3,60.0,0.08809125638598278,0.015847507149439128,0.07224374923654366,0.2246539729110221,0.8538461538461538,60.355385400005616,5,499,9
vanilla,1,1538468048,0.3,60.0,0.10178281406676087,0.014942199837236873,0.086840614229524,0.4240909990265678,0.816923076923077,60.25368309998885,7,496,0
lo-ransac,2,1067321949,0.3,60.0,0.08524376932351298,0.014908117185715523,0.07033565213779745,0.2974769032870084,0.8369230769230769,60.256714200018905,6,500,9
vanilla,2,1067321949,0.3,60.0,0.09042025873104179,0.014022687474683639,0.07639757125635814,0.46393984268214156,0.8446153846153847,60.027466299943626,7,499,0
lo-ransac,3,644854472,0.3,60.0,0.08994278734582033,0.014514221246789387,0.07542856609903094,0.3485384621947933,0.8123076923076923,60.34756819996983,7,498,11
vanilla,3,644854472,0.3,60.0,0.09012179384277375,0.014231753356793476,0.07589004048598028,0.4070466944952116,0.816923076923077,60.08948520000558,7,496,0
lo-ransac,4,234592516,0.3,60.0,0.08661475832926477,0.015405286863019268,0.0712094714662455,0.2563509248094706,0.8276923076923077,60.21179170010146,6,495,12
vanilla,4,234592516,0.3,60.0,0.10183022093555065,0.015043700076461122,0.08678652085908953,0.4480101451448576,0.803076923076923,60.13227200007532,8,489,0
