algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,0,585666749,0.0,0.06501139340610748,0.01280576805026794,0.05220562535583954,0.21732719111364682,0.866375,17.0666540999664,6,6931,0
vanilla,1,2136641604,0.0,0.07034473343589043,0.014574130624551082,0.05577060281133934,0.25915775879094327,0.856875,20.776247199974023,6,6855,0
vanilla,2,1844294814,0.0,0.08136985231352557,0.0141351139105583,0.06723473840296727,0.28035053170737284,0.88825,24.72838500002399,7,7106,0
vanilla,4,1989597814,0.0,0.0689073520337145,0.014230482377991209,0.05467686965572329,0.29322252016018463,0.858125,24.824788599973544,6,6865,0
vanilla,3,1122661969,0.0,0.07068118489388618,0.013239056781063152,0.05744212811282303,0.2800848838940493,0.8655,27.88765659998171,6,6924,0
lo-ransac,1,2136641604,0.0,0.06616361444299812,0.013829768669012334,0.05233384577398579,0.3012032966493917,0.893875,29.6894860000466,5,7151,7
lo-ransac,3,1122661969,0.0,0.06618785645156035,0.013519295551683071,0.05266856089987727,0.3066120228885517,0.908375,33.34380409994628,5,7267,6
lo-ransac,4,1989597814,0.0,0.06990518740755092,0.013652292001313413,0.056252895406237506,0.24374998847180424,0.889875,34.18547129997751,6,7119,7
lo-ransac,0,585666749,0.0,0.06892694990684312,0.014033092689673588,0.05489385721716952,0.2643302650424278,0.91325,36.101380999956746,5,7306,9
lo-ransac,2,1844294814,0.0,0.07340208706553704,0.013774378663053225,0.05962770840248381,0.3027122366462798,0.88525,39.35077319998527,6,7082,8
gair-ransac,4,1989597814,0.0,0.06718642623687474,0.02301317623213151,0.04417325000474323,0.30952341959997604,0.787875,90.22662599995965,3,6303,43
gair-ransac,3,1122661969,0.0,0.049568059769972535,0.012604074973736534,0.036963984796236,0.24159201447671258,0.984625,102.70570340001723,4,7877,25
gair-ransac,1,2136641604,0.0,0.052492807632110755,0.012722686809790567,0.03977012082232019,0.25671401979638514,0.976625,105.96820910001406,5,7813,29
gc-ransac,1,2136641604,0.0,0.07551085298682833,0.032564505215302415,0.04294634777152591,0.197085783773539,0.646625,120.85948369995458,2,5173,33
gc-ransac,2,1844294814,0.0,0.06331018619314968,0.018539492312531755,0.04477069388061792,0.20366895442096408,0.885875,135.3126753999968,3,7087,39
gc-ransac,3,1122661969,0.0,0.06267742068652381,0.027271246811730977,0.035406173874792835,0.17443900772347362,0.70125,135.53723120002542,2,5610,31
gair-ransac,0,585666749,0.0,0.05982038461120908,0.018348385926915553,0.04147199868429353,0.2667020333333086,0.856375,137.25012229999993,3,6851,45
gc-ransac,4,1989597814,0.0,0.07594389493295217,0.02562630025379548,0.050317594679156696,0.24073212215700074,0.73025,141.0806018000003,2,5842,33
gc-ransac,0,585666749,0.0,0.09205983263331788,0.01812463614072999,0.07393519649258788,0.4724353078382728,0.889375,160.82461499999044,3,7115,32
gair-ransac,2,1844294814,0.0,0.051409815669921505,0.022603699193955922,0.028806116475965583,0.16720004211977724,0.744125,183.60249639995163,2,5953,64
