algo,method,outlier_frac,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
vanilla,ransacov,0.0,1,500,5,0.046727,0.016283,0.030445,0.06457,5
lo-ransac,ransacov,0.0,1,500,5,0.046727,0.016283,0.030445,0.06457,5
gc-ransac,ransacov,0.0,1,500,5,0.046727,0.016283,0.030445,0.06457,5
gair-ransac,ransacov,0.0,1,500,5,0.046727,0.016283,0.030445,0.06457,5
