algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,2,1844294814,0.1,0.10620613210359545,0.01585352838117115,0.0903526037224243,0.4689866966540805,0.8276136363636364,37.81456829997478,8,7049,0
vanilla,4,1989597814,0.1,0.11443058858998129,0.014485075518394454,0.09994551307158683,0.583426149711538,0.8022727272727272,46.75509179994697,10,6858,0
vanilla,3,1122661969,0.1,0.11373311004878416,0.014897225243786592,0.09883588480499757,0.5283667059052487,0.7845454545454545,51.36983630002942,10,6684,0
vanilla,1,2136641604,0.1,0.10685556513542165,0.014917515628443696,0.09193804950697795,0.47548857209440976,0.8161363636363637,52.61648079997394,9,6959,0
vanilla,0,585666749,0.1,0.10473435006075726,0.015363376597152503,0.08937097346360476,0.5377206974635154,0.7777272727272727,52.58304489997681,10,6646,0
lo-ransac,3,1122661969,0.1,0.09946004993726587,0.014176654157319534,0.08528339577994634,0.47718249419340414,0.8344318181818182,56.0874376000138,8,7122,11
lo-ransac,4,1989597814,0.1,0.09353833189682627,0.01467841280831796,0.07885991908850831,0.3781424329319677,0.8322727272727273,60.953315899998415,8,7092,10
lo-ransac,0,585666749,0.1,0.0942511566820289,0.014081384500392456,0.08016977218163644,0.38768077823531133,0.829659090909091,74.37549119995674,9,7098,11
lo-ransac,1,2136641604,0.1,0.09625361743461415,0.013873229296209445,0.0823803881384047,0.4371295973117968,0.8318181818181818,79.67617150000297,9,7136,14
lo-ransac,2,1844294814,0.1,0.10683425140576715,0.01431036840815107,0.09252388299761607,0.39533391499964954,0.8293181818181818,82.71817000000738,9,7104,13
gair-ransac,0,585666749,0.1,0.05709570176124554,0.011782299460062108,0.04531340230118343,0.24962737224443557,0.9852272727272727,93.8275760000106,5,7994,44
gair-ransac,2,1844294814,0.1,0.05596458294210557,0.022390540238139703,0.03357404270396587,0.1715024881249664,0.7968181818181819,124.48606070003007,2,6272,69
gc-ransac,2,1844294814,0.1,0.07298528952972141,0.02832113710873996,0.04466415242098146,0.2263389944267627,0.6944318181818182,129.48582389997318,2,5572,26
gair-ransac,1,2136641604,0.1,0.04694679091360146,0.012180608289568361,0.034766182624033096,0.26277210497895453,0.9831818181818182,130.76716099999612,4,7961,50
gair-ransac,4,1989597814,0.1,0.050823811808482555,0.02172843665172515,0.029095375156757405,0.1661504378633755,0.7847727272727273,133.48134629998822,2,6166,42
gc-ransac,0,585666749,0.1,0.07096991710127419,0.02676671423187687,0.04420320286939732,0.22181943607470503,0.7377272727272727,134.3169321999885,2,5950,16
gair-ransac,3,1122661969,0.1,0.05780824795380884,0.02261082342482463,0.03519742452898421,0.17365899016207767,0.8006818181818182,137.63427360000787,2,6308,63
gc-ransac,3,1122661969,0.1,0.08092655859411041,0.030345683685193102,0.050580874908917314,0.21703181990603637,0.6875,163.35327359999064,2,5522,31
gc-ransac,4,1989597814,0.1,0.06626226688314954,0.025452477357282337,0.040809789525867196,0.21100778105392864,0.7326136363636364,171.25500270002522,2,5906,30
gc-ransac,1,2136641604,0.1,0.07719950910970787,0.02774431619634943,0.04945519291335843,0.21121447171664084,0.699659090909091,188.38393000001088,2,5623,33
