algo,noise_std,n_outliers,trial,chamfer,hausdorff,accuracy,runtime_s
ransac,0.2,0,3,0.2944885214078015,1.82858843855478,0.9109416666666666,61.14139676094055
ransac,0.2,0,4,0.27544756129553283,1.000943781794138,0.9132416666666666,70.06700563430786
ransac,0.2,1000,0,0.2799854285807371,2.055781589658152,0.9103719008264463,78.35244011878967
ransac,0.2,1000,1,0.29085126795796257,1.6739887784875827,0.9146115702479339,66.40692520141602
ransac,0.2,1000,2,0.25986591360707834,0.7705166880031136,0.9212727272727272,79.70255184173584
ransac,0.2,1000,3,0.26853187914135584,0.912105661430682,0.9167933884297521,76.25403070449829
ransac,0.2,1000,4,0.27556231160004285,0.9987604077222961,0.9175454545454546,70.55709671974182
ransac,0.2,2000,0,0.30821191809240567,2.5299319022033915,0.9086885245901639,57.268285512924194
ransac,0.2,2000,1,0.2870836814783722,1.5224810499363404,0.9143032786885246,57.886359453201294
ransac,0.2,2000,2,0.5794493278178423,5.090192082909922,0.7947950819672132,64.10592722892761
ransac,0.2,2000,3,0.30498836527126616,1.482517490719468,0.9105655737704919,61.490922927856445
ransac,0.2,2000,4,0.2909557670383222,1.474603799563427,0.9127213114754098,58.708043336868286
ransac,0.2,3000,0,0.6117445031114326,4.989189196201404,0.7811056910569105,72.95145559310913
ransac,0.2,3000,1,1.620408368460161,11.75500442099082,0.7158617886178862,77.75529861450195
ransac,0.2,3000,2,0.2770978707330859,1.4569829977759838,0.9129593495934959,72.65305089950562
ransac,0.2,3000,3,0.26430258470394513,0.9974628755937187,0.9213658536585366,73.3224675655365
ransac,0.2,3000,4,0.30268669455814945,1.9398013321196717,0.9096747967479675,70.90240383148193
ransac,0.2,4000,0,0.2950545584649174,1.8743496456429753,0.9128629032258064,88.9494879245758
ransac,0.2,4000,1,0.29520383387996124,1.4809633919778817,0.9155,55.96756982803345
ransac,0.2,4000,2,0.2644640875027158,0.8285916007207876,0.9194032258064516,83.76025462150574
ransac,0.2,4000,3,0.28299613589982986,1.3868520170396867,0.9186935483870968,71.98917055130005
ransac,0.2,4000,4,0.278323253540784,0.8798356481903685,0.9205483870967742,81.75563836097717
ransac,0.25,0,0,0.3041539125052607,1.7631784402390822,0.9202583333333333,52.374738931655884
ransac,0.25,0,1,0.3135753586626614,1.9882539126714849,0.918975,78.00902485847473
ransac,0.25,0,2,0.3141114166455923,1.4346275261471833,0.9192916666666666,76.89918255805969
ransac,0.25,0,3,0.29703617317982123,1.3152983935731009,0.9200333333333334,69.36758756637573
ransac,0.25,0,4,0.3133899212671684,1.7512684161044505,0.91835,62.52227163314819
ransac,0.25,1000,0,0.3264720751949539,1.6781971403289888,0.9153553719008265,72.00808501243591
ransac,0.25,1000,1,0.3159901586123812,1.9803710900632565,0.918495867768595,57.53958296775818
ransac,0.25,1000,2,0.28587227193062065,0.911963989764614,0.9224380165289257,57.754783630371094
ransac,0.25,1000,3,0.2900824626012913,1.3330412427330132,0.923801652892562,59.29103994369507
ransac,0.25,1000,4,1.6577026857677537,11.681664626482464,0.705198347107438,75.30013465881348
ransac,0.25,2000,0,0.3136647735565264,1.8333942034974766,0.9193688524590163,66.07478022575378
ransac,0.25,2000,1,0.3320988455329036,1.8559654589191072,0.9186311475409836,67.63494682312012
ransac,0.25,2000,2,0.327405595687561,2.0406719654787735,0.9178688524590164,80.938241481781
ransac,0.25,2000,3,0.28752604850919283,1.7511117801993006,0.9193852459016394,68.55635833740234
ransac,0.25,2000,4,0.3122881508425145,1.9511926860648434,0.920188524590164,76.63430523872375
ransac,0.25,3000,0,0.3091560764765425,1.4518623028686048,0.9211382113821138,62.19153380393982
ransac,0.25,3000,1,0.31047368528809893,1.8931137807981664,0.9214552845528455,62.440807580947876
ransac,0.25,3000,2,0.304905048972276,1.5076409180763262,0.922650406504065,53.94132876396179
ransac,0.25,3000,3,0.2972250769268204,1.2430890507926706,0.9230325203252032,65.31226229667664
ransac,0.25,3000,4,0.28587231306195726,1.606445924654577,0.9230975609756098,60.77832770347595
ransac,0.25,4000,0,0.28395311939907164,0.7683669461473588,0.9233709677419355,75.3029510974884
ransac,0.25,4000,1,0.31834306238562216,1.7452035351257165,0.9204758064516129,63.40748190879822
ransac,0.25,4000,2,0.3174439520774072,2.2057235697071294,0.9203548387096774,63.608102560043335
ransac,0.25,4000,3,0.3155974963432344,1.8327176091205888,0.9214435483870967,59.09106922149658
ransac,0.25,4000,4,0.2995457851398095,1.8498724835938343,0.9221048387096774,64.91011643409729
ransac,0.3,0,0,0.7922189368538344,6.43122128278306,0.7957083333333334,58.53128933906555
ransac,0.3,0,1,0.33527665707242604,1.1655218576657982,0.9201,59.38562202453613
ransac,0.3,0,2,0.3437046612486512,2.240092692592718,0.922225,58.69615721702576
ransac,0.3,0,3,0.3075628799579181,1.5686857224404547,0.9205333333333333,66.21106100082397
ransac,0.3,0,4,0.3208844540039073,1.4636897168905945,0.9219166666666667,53.321377754211426
ransac,0.3,1000,0,0.361184276717386,2.193380187754304,0.9206198347107438,61.5786612033844
ransac,0.3,1000,1,0.3208256176783927,1.6734056535005464,0.9236446280991736,80.90301942825317
ransac,0.3,1000,2,0.3920045229953204,2.335626925594818,0.9067355371900826,58.263837575912476
ransac,0.3,1000,3,0.3364762837220857,1.644536274808248,0.9227768595041322,65.9780113697052
ransac,0.3,1000,4,0.3499674101192483,2.2739981371430398,0.9224049586776859,62.36645436286926
ransac,0.3,2000,0,0.33107858488395886,2.0152150691314974,0.9232868852459016,59.876378774642944
ransac,0.3,2000,1,0.36363333188505387,1.7592145786536777,0.9200327868852459,53.58788466453552
ransac,0.3,2000,2,0.3227243256730543,1.5356994490649727,0.9242213114754099,70.27403283119202
ransac,0.3,2000,3,0.3615945952570287,2.465664207563358,0.9176311475409836,68.09664607048035
ransac,0.3,2000,4,0.3317820010352249,1.6694765590974463,0.9227295081967213,60.70934176445007
ransac,0.3,3000,0,0.33913215782895145,2.5770026772149923,0.922869918699187,60.77495217323303
ransac,0.3,3000,1,1.0432798510091166,5.108295942605077,0.7413739837398374,64.51575589179993
ransac,0.3,3000,2,0.3239184718821373,1.0862372145553454,0.9248780487804878,96.6660943031311
ransac,0.3,3000,3,0.36172228300047793,2.0933250199817364,0.9178943089430894,50.760233640670776
ransac,0.3,3000,4,0.5550447809221537,2.279685480587544,0.8498617886178862,73.81430745124817
ransac,0.3,4000,0,0.33177025976830943,1.5271347673978009,0.9240645161290323,61.618765354156494
ransac,0.3,4000,1,0.33398285225369057,1.5377175080755636,0.9253467741935484,54.953222036361694
ransac,0.3,4000,2,0.8869043312478719,12.33725768614793,0.8102096774193548,72.78312063217163
ransac,0.3,4000,3,0.3441330757658119,1.8450561295680001,0.9251290322580645,57.02086400985718
ransac,0.3,4000,4,0.3020755759376058,1.5731858266046392,0.92925,61.507598638534546
ransac,0.35,0,0,0.9736139274220452,5.843774756710781,0.797425,55.83655667304993
ransac,0.35,0,1,0.348080751906524,2.030098176752928,0.9260916666666666,80.08390498161316
ransac,0.35,0,2,0.35027281209230776,1.955397248261443,0.9264916666666667,71.82016611099243
ransac,0.35,0,3,0.6422270499468654,2.000150854889597,0.8810416666666666,57.17334842681885
ransac,0.35,0,4,0.695082831013524,2.2719813090454863,0.8644833333333334,71.80726766586304
ransac,0.35,1000,0,0.438429828211547,3.799624465092438,0.9122644628099174,56.187217712402344
ransac,0.35,1000,1,0.48722629826242914,4.168663414060949,0.9056198347107438,78.56587886810303
ransac,0.35,1000,2,0.7064791613506958,2.0162836279234635,0.853702479338843,71.05640840530396
ransac,0.35,1000,3,0.4155927121475169,1.8807750985111702,0.9152892561983471,54.53468441963196
ransac,0.35,1000,4,1.279356740226503,8.415792980657292,0.8231900826446281,64.76954889297485
ransac,0.35,2000,0,0.3802271886822258,2.1780746567032048,0.9249262295081967,79.7271511554718
ransac,0.35,2000,1,0.4314111270907896,1.7201917146774728,0.9101147540983606,71.20470356941223
ransac,0.35,2000,2,0.34327107779139543,1.7770063356386343,0.9281803278688524,60.87559390068054
ransac,0.35,2000,3,0.38649909828574863,1.9240303443623714,0.9227540983606557,75.20529556274414
ransac,0.35,2000,4,0.6909677365148681,1.7204840361823666,0.8311229508196721,66.85479474067688
ransac,0.35,3000,0,0.6776509543373272,2.5256403712981927,0.8184878048780487,70.57470297813416
ransac,0.35,3000,1,1.9183817709324322,11.71833418468325,0.7162682926829268,70.78261256217957
ransac,0.35,3000,2,0.6207259520052342,2.819278119818171,0.8535447154471545,75.24073600769043
ransac,0.35,3000,3,0.3711153244681704,3.2730126457256885,0.9256341463414635,57.05672025680542
ransac,0.35,3000,4,0.43684655829900193,2.023511336177527,0.9155772357723577,60.714771032333374
ransac,0.35,4000,0,0.4104436930984128,1.4913801802828246,0.9214677419354839,67.81083822250366
ransac,0.35,4000,1,0.45690301148772083,2.1703578637299077,0.9076048387096775,58.602903604507446
ransac,0.35,4000,2,1.9169980504967825,11.801408122063583,0.7227258064516129,55.44019174575806
ransac,0.35,4000,3,0.4673732836299957,2.3376079188804284,0.9081532258064516,73.35066342353821
ransac,0.35,4000,4,0.402330078760488,1.8935938569363424,0.9231209677419355,69.46653580665588
ransac,0.4,0,0,0.7017515877006992,2.210252714316828,0.8314833333333334,69.89458179473877
ransac,0.4,0,1,0.3858007500712307,1.7720760907868482,0.926225,59.9636173248291
ransac,0.4,0,2,0.7094410573367267,3.628124154702307,0.874975,61.34490966796875
ransac,0.4,0,3,0.8255673267977744,2.684669317018003,0.8262416666666667,60.79592204093933
ransac,0.4,0,4,0.8989368673935904,5.796864359995112,0.8592416666666667,68.8094220161438
ransac,0.4,1000,0,1.2106950641235472,6.712383771143631,0.8068264462809918,66.53490018844604
ransac,0.4,1000,1,0.7260539905942507,2.4809554244327474,0.8444876033057851,61.11331486701965
ransac,0.4,1000,2,0.4727221381528067,2.5053802025807084,0.9151818181818182,60.53622055053711
ransac,0.4,1000,3,0.3986694681392239,2.1087279237925287,0.9250330578512397,57.52923345565796
ransac,0.4,1000,4,0.8039368242269385,6.688381939416711,0.8719834710743801,69.45301103591919
ransac,0.4,2000,0,0.7367987306295344,2.9342083866905684,0.8917049180327868,75.8702392578125
ransac,0.4,2000,1,0.9779332384974007,6.485535162655526,0.8266639344262295,60.9609112739563
ransac,0.4,2000,2,0.4703744532668104,2.030925392519634,0.9208688524590164,67.1142053604126
ransac,0.4,2000,3,0.6877108731374875,1.8404491850629299,0.8805,82.77580380439758
ransac,0.4,2000,4,0.693919616043307,1.86109040761916,0.8733688524590164,72.91637444496155
ransac,0.4,3000,0,0.4763403739163219,2.320771602272414,0.9252032520325203,54.93603038787842
ransac,0.4,3000,1,0.6608992126152552,1.8608072134984923,0.882219512195122,76.11926531791687
ransac,0.4,3000,2,0.4939884124650059,3.3143577124695907,0.9145772357723577,60.66752314567566
ransac,0.4,3000,3,0.3648331733049859,2.7398867255658566,0.9290975609756098,73.91512370109558
ransac,0.4,3000,4,0.6835097268352743,3.102143463877632,0.8765772357723577,78.91969060897827
ransac,0.4,4000,0,0.6678813847600383,1.7191995898126835,0.8629112903225806,79.25719356536865
ransac,0.4,4000,1,0.6417832988466334,1.6350945742175906,0.8716370967741935,72.1867401599884
ransac,0.4,4000,2,0.43524433484285363,3.6326433647176746,0.9243064516129033,69.24221229553223
ransac,0.4,4000,3,0.7551551400618663,3.761337526585615,0.851758064516129,67.90388321876526
ransac,0.4,4000,4,0.45651692048745085,4.115122910453427,0.9224274193548387,59.82654094696045
ransac,0.45,0,0,1.9078151243354622,11.330404636301777,0.719,58.00396013259888
ransac,0.45,0,1,1.048118336095147,2.2956464956657654,0.8201083333333333,63.75073480606079
ransac,0.45,0,2,1.273503870951206,4.875274586033919,0.7683166666666666,59.22370886802673
ransac,0.45,0,3,0.9209651873003997,6.55186570167743,0.8555083333333333,73.87665152549744
ransac,0.45,0,4,0.7677633482102104,2.9042534085935325,0.8646916666666666,82.70802164077759
ransac,0.45,1000,0,1.8195242508406633,12.2205346339886,0.7996611570247933,60.8257269859314
ransac,0.45,1000,1,0.8113934206363471,2.497974440433318,0.8805454545454545,74.29484105110168
ransac,0.45,1000,2,1.4492964023927675,20.29670673589686,0.8565537190082645,66.56718873977661
ransac,0.45,1000,3,0.7972359100171822,2.1713587918942996,0.850595041322314,58.46543264389038
ransac,0.45,1000,4,1.0081985396104447,3.286996636780996,0.8321570247933884,84.13999462127686
ransac,0.45,2000,0,0.717390545094953,2.243141463149757,0.8676475409836065,55.0092294216156
ransac,0.45,2000,1,1.3492214623908656,6.727534428490374,0.7916147540983607,78.74990010261536
ransac,0.45,2000,2,1.1753832034876603,4.656838593059423,0.7975327868852459,63.47756218910217
ransac,0.45,2000,3,1.3664191837715052,9.364280175755233,0.8207786885245901,78.98556852340698
ransac,0.45,2000,4,1.8843726137989274,8.940112405156835,0.6994918032786885,45.851927757263184
ransac,0.45,3000,0,1.2773797292465638,5.0268746624695915,0.784130081300813,64.72363924980164
ransac,0.45,3000,1,0.7855738929496393,2.7347488102534325,0.8705772357723577,60.155418157577515
ransac,0.45,3000,2,0.8461088078474066,3.0459779237132176,0.8435853658536585,69.68532800674438
ransac,0.45,3000,3,0.7407794918939332,2.1461454960581015,0.8892276422764228,74.32480263710022
ransac,0.45,3000,4,0.8406194033960621,3.518925001548317,0.8807479674796748,57.57103872299194
ransac,0.45,4000,0,0.7411759313981268,2.1633578678302037,0.8755806451612903,88.22108912467957
ransac,0.45,4000,1,0.7673588147796293,2.0782354349291974,0.8755322580645162,57.51130652427673
ransac,0.45,4000,2,0.8413190473278136,2.92303127523406,0.8831048387096774,56.53765034675598
ransac,0.45,4000,3,0.7207427436848814,3.48408995993238,0.8784193548387097,63.28788638114929
ransac,0.45,4000,4,0.8230718602115084,3.582427934001901,0.8771612903225806,66.47202754020691
ransac,0.5,0,0,1.3391047831906766,5.15420744586291,0.8025083333333334,55.57309412956238
ransac,0.5,0,1,0.8993306247164761,2.9384059746745104,0.8601,65.62745642662048
ransac,0.5,0,2,0.7892702252213839,2.3097586765057483,0.8698083333333333,66.83830261230469
ransac,0.5,0,3,0.8076610928240586,2.4802317197937294,0.8695166666666667,75.43654322624207
ransac,0.5,0,4,0.7769505228461787,3.707503660168055,0.8797666666666667,69.56533551216125
ransac,0.5,1000,0,1.8089102409342068,10.191785216722684,0.8405785123966942,73.78453993797302
ransac,0.5,1000,1,0.7910194003688658,2.614390235073273,0.8723471074380166,69.44298315048218
ransac,0.5,1000,2,0.9326217280074909,4.564522346272581,0.878504132231405,76.10198426246643
ransac,0.5,1000,3,1.302168103063051,7.707429339186431,0.8068760330578513,60.70615839958191
ransac,0.5,1000,4,1.0263019736026284,5.148041996091816,0.8534214876033058,51.36751985549927
ransac,0.5,2000,0,1.7274407620212535,8.97733183492002,0.8005819672131148,56.27131485939026
ransac,0.5,2000,1,0.8337959547104057,3.2806999236500567,0.8765819672131148,50.28573942184448
ransac,0.5,2000,2,0.9036686504383737,3.9927450565000973,0.8881639344262295,57.04308319091797
ransac,0.5,2000,3,0.9377761952789496,4.569779379078487,0.8754508196721311,62.857948541641235
ransac,0.5,2000,4,1.1843629623409522,5.4965703006832705,0.8083688524590164,68.4112012386322
ransac,0.5,3000,0,0.8170952290259542,3.0200259008098005,0.8655203252032521,58.91577887535095
ransac,0.5,3000,1,1.135014441001608,4.394615680378505,0.8124878048780488,57.89059638977051
ransac,0.5,3000,2,0.8080099549100973,3.807226136855219,0.8943008130081301,72.57210230827332
ransac,0.5,3000,3,1.2758886363289268,3.585844774010886,0.8399674796747968,69.2915780544281
ransac,0.5,3000,4,0.9186339314697148,3.1638129649249467,0.8415365853658536,56.97448396682739
ransac,0.5,4000,0,0.9049972003542588,3.773327756414013,0.8766451612903225,71.38596248626709
ransac,0.5,4000,1,0.8100781724928581,2.1982607591447607,0.8761451612903226,64.60300612449646
ransac,0.5,4000,2,1.1798984558290193,5.6756668500592005,0.805241935483871,69.46519017219543
ransac,0.5,4000,3,1.2652452101258829,3.8101000005928576,0.8277822580645161,84.58735847473145
ransac,0.5,4000,4,1.78998537796156,17.88113193242125,0.8812983870967742,61.46249461174011
