algo,noise_std,n_outliers,trial,chamfer,hausdorff,accuracy,runtime_s
gair-ransac,0.15,3000,0,0.24547083928185554,0.6668008643110762,0.9529674796747968,53.20908308029175
gair-ransac,0.15,3000,1,0.2599621354029538,0.6784080534386077,0.9511626016260163,57.00739789009094
gair-ransac,0.15,3000,2,0.2558790964644833,0.5624078174622887,0.9505040650406504,46.72936129570007
gair-ransac,0.15,3000,3,0.250335095071189,0.6510211938948346,0.9511382113821139,46.36701321601868
gair-ransac,0.15,3000,4,0.2550332560185958,0.7186415287764293,0.9513008130081301,45.342737913131714
gair-ransac,0.15,4000,0,0.2542923315964218,0.604175990627068,0.95125,48.786407709121704
gair-ransac,0.15,4000,1,0.2628243452684535,0.6943800881926728,0.9506612903225806,54.09674787521362
gair-ransac,0.15,4000,2,0.26021321401270514,0.5378953925043647,0.9480161290322581,49.11354613304138
gair-ransac,0.15,4000,3,0.25035807355748585,0.7288931677212177,0.9478145161290322,45.840179681777954
gair-ransac,0.15,4000,4,0.2556917965618978,0.7132963193168463,0.9518306451612903,54.41496467590332
gair-ransac,0.2,0,0,0.26604937819707886,0.9956967572293145,0.9190666666666667,52.167933225631714
gair-ransac,0.2,0,1,0.264068265621804,0.6210316916289029,0.9161083333333333,42.668365716934204
gair-ransac,0.2,0,2,0.25225678015590913,1.0322155024789328,0.918475,50.19904923439026
gair-ransac,0.2,0,3,0.24666205013235315,0.7231463158300084,0.9207916666666667,49.335551261901855
gair-ransac,0.2,0,4,0.27602974232695365,1.1530194584345212,0.9170916666666666,57.96162557601929
gair-ransac,0.2,1000,0,0.2669475330513964,0.6589605448483837,0.9197768595041322,46.22424602508545
gair-ransac,0.2,1000,1,0.26219876321545427,0.7678299477911721,0.9203884297520661,43.73864698410034
gair-ransac,0.2,1000,2,0.26886181090076844,0.8516690175894243,0.9200661157024793,54.27087879180908
gair-ransac,0.2,1000,3,0.2690043735568258,0.7024788923591727,0.9190330578512397,57.769810914993286
gair-ransac,0.2,1000,4,0.26494382117565385,0.5561084200159869,0.9185537190082644,45.82108473777771
gair-ransac,0.2,2000,0,0.2567457489366719,0.880685449581602,0.9196147540983607,40.17459487915039
gair-ransac,0.2,2000,1,0.2663790813658854,0.598614483310434,0.9213196721311475,48.94974398612976
gair-ransac,0.2,2000,2,0.26579381171890226,0.8202832481677323,0.9196967213114754,57.44598078727722
gair-ransac,0.2,2000,3,0.25059283909906055,1.0350770645360852,0.9198196721311476,49.831522941589355
gair-ransac,0.2,2000,4,0.26543826642360635,0.9233148292556992,0.9208032786885246,47.551209688186646
gair-ransac,0.2,3000,0,0.26087366550379587,1.297233005983644,0.9217967479674797,44.70011234283447
gair-ransac,0.2,3000,1,0.2571452821670618,0.9952206048777623,0.9221138211382114,43.004812717437744
gair-ransac,0.2,3000,2,0.270888653504946,0.6535919817704469,0.9213739837398374,45.35910701751709
