algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,3,21317764,0.35,0.04692883293115406,0.016370786577002052,0.030558046354152008,0.05857135242071103,0.9407407407407408,4.664145699993242,1,496,0
lo-ransac,2,149295286,0.35,0.04711411721924953,0.016541313856974136,0.0305728033622754,0.05871858479895749,0.9466666666666667,5.345833200030029,1,499,1
lo-ransac,1,1161319563,0.35,0.04640100642355208,0.016275467047130305,0.030125539376421775,0.06456368299070112,0.9451851851851852,5.7857385000097565,1,498,1
vanilla,4,1567129109,0.35,0.04657575359158103,0.016046792356991735,0.0305289612345893,0.05875182505628452,0.9259259259259259,6.081780000007711,1,486,0
vanilla,2,149295286,0.35,0.10226541005697329,0.016038997075567676,0.08622641298140561,0.5522441071409641,0.8903703703703704,8.351257000002079,2,493,0
vanilla,0,374103035,0.35,0.11827570264428523,0.016095280549459096,0.10218042209482614,0.5027636043578009,0.8933333333333333,10.240010000008624,2,492,0
vanilla,1,1161319563,0.35,0.09431186641476086,0.015800867769369495,0.07851099864539136,0.368060285215147,0.8933333333333333,10.723427399992943,2,496,0
lo-ransac,0,374103035,0.35,0.08677559216466546,0.01590866659590346,0.070866925568762,0.2941650300867055,0.8918518518518519,10.784990200016182,2,499,2
lo-ransac,4,1567129109,0.35,0.09451942391596618,0.015844092485416895,0.07867533143054929,0.4122792658975049,0.9022222222222223,11.707022199989296,2,498,2
gair-ransac,3,21317764,0.35,0.046927452220561564,0.01630202056703876,0.030625431653522807,0.06114679671945158,0.9851851851851852,12.186601200024597,1,500,6
gair-ransac,2,149295286,0.35,0.04696341734502817,0.01625611483783475,0.03070730250719342,0.06052376176402826,0.9866666666666667,13.951497400004882,1,500,5
gair-ransac,0,374103035,0.35,0.04697176129266612,0.016397402955822957,0.030574358336843164,0.06711232374421734,0.9851851851851852,14.259903300029691,1,499,7
gair-ransac,4,1567129109,0.35,0.04219643457934911,0.013285157405762466,0.02891127717358664,0.05718420842199479,0.9851851851851852,14.3105743000051,1,500,7
lo-ransac,3,21317764,0.35,0.09260737025534783,0.01570104813515631,0.07690632212019152,0.46738446170691983,0.8948148148148148,15.437194400001317,2,498,2
gair-ransac,1,1161319563,0.35,0.04185903470739907,0.013168445855602971,0.028690588851796102,0.05881626404518867,0.9851851851851852,20.78077959996881,1,500,9
gc-ransac,3,21317764,0.35,0.047003268665846996,0.016629658821220986,0.03037360984462601,0.06207003198070313,0.9466666666666667,99.83348559995648,1,500,22
gc-ransac,1,1161319563,0.35,0.04666241391681619,0.016149386681326868,0.03051302723548932,0.06127256111567686,0.9481481481481482,107.30058700003428,1,500,23
gc-ransac,4,1567129109,0.35,0.04666241391681619,0.016149386681326868,0.03051302723548932,0.06127256111567686,0.9481481481481482,115.10604490002152,1,500,27
gc-ransac,2,149295286,0.35,0.04702623104713666,0.016521025714407642,0.03050520533272901,0.06406043944704262,0.9422222222222222,115.38112880004337,1,498,24
gc-ransac,0,374103035,0.35,0.04690154494448752,0.016157237413663664,0.030744307530823852,0.058842219185569776,0.9451851851851852,129.30807129997993,1,499,29
