algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,1,1766705601,0.35,0.16008964327044983,0.015383844411213557,0.14470579885923626,0.6607233760908825,0.699794026776519,28.454112600011285,7,1218,0
vanilla,4,700761324,0.35,0.17940894524323103,0.01565698029965865,0.1637519649435724,0.7909635387731159,0.6817713697219362,32.47568560001673,7,1183,0
vanilla,2,343743907,0.35,0.14865611427369593,0.01469224931651576,0.13396386495718018,0.6048946335289938,0.708032955715757,32.80140150000807,8,1233,0
vanilla,3,1284314016,0.35,0.15282786295944284,0.016806251960258575,0.13602161099918425,0.5140686331897482,0.668898043254377,38.24581220000982,7,1158,0
vanilla,0,202369183,0.35,0.16970976606381408,0.015245388191147161,0.15446437787266692,0.7180936920854241,0.678681771369722,42.29568390001077,8,1204,0
lo-ransac,1,1766705601,0.35,0.133838420152174,0.014847012630199313,0.11899140752197471,0.5780189858934726,0.7085478887744593,49.02696630003629,7,1232,12
lo-ransac,4,700761324,0.35,0.14783320973908304,0.014183814901769686,0.13364939483731336,0.5319042985764576,0.7363542739443872,55.426364700018894,7,1282,10
lo-ransac,2,343743907,0.35,0.17833682523590164,0.015115670944423228,0.1632211542914784,0.6905634468124158,0.694129763130793,56.50056640000548,8,1234,14
lo-ransac,3,1284314016,0.35,0.16403195570950965,0.015506393313718666,0.14852556239579098,0.5821933541511523,0.6812564366632338,60.44847330002813,7,1205,12
lo-ransac,0,202369183,0.35,0.15783457176806576,0.014523154476235436,0.1433114172918303,0.7296886940175378,0.688465499485067,63.54565290000755,8,1227,12
gair-ransac,1,1766705601,0.35,0.04483387922289589,0.011733558675484083,0.033100320547411806,0.2090048771878156,0.9376930998970134,112.49550480005564,5,1358,53
gc-ransac,4,700761324,0.35,0.14900377663060838,0.04910352608944776,0.09990025054116063,0.49809279952707286,0.566941297631308,113.0104038999998,1,683,20
gair-ransac,0,202369183,0.35,0.05915570592865592,0.027129035734822688,0.032026670193833234,0.263271929186964,0.8233779608650875,134.68049559998326,4,1132,60
gc-ransac,0,202369183,0.35,0.10082573934640418,0.024757800769706143,0.07606793857669804,0.33442499073525045,0.6658084449021627,135.98545550002018,2,946,22
gc-ransac,1,1766705601,0.35,0.17106530374121565,0.06459123677190795,0.1064740669693077,0.4138851978145404,0.5221421215242018,139.01185579999583,1,616,32
gair-ransac,2,343743907,0.35,0.04763040470837189,0.0184430743250705,0.02918733038330139,0.15786357773190884,0.8578784757981462,139.13977220002562,4,1195,40
gc-ransac,2,343743907,0.35,0.11630264035293057,0.0483642786755584,0.06793836167737217,0.371273809923804,0.547373841400618,140.5832664000336,1,635,26
gc-ransac,3,1284314016,0.35,0.09012816016315195,0.050188086923967486,0.03994007323918447,0.2402208427634505,0.5715756951596292,143.48899840004742,1,681,27
gair-ransac,3,1284314016,0.35,0.042814247988930965,0.013259234355944534,0.02955501363298643,0.1749921043765549,0.8944387229660145,151.17620359995635,4,1276,49
gair-ransac,4,700761324,0.35,0.06343867112735228,0.02491454735549355,0.03852412377185874,0.1673592949640564,0.780638516992791,189.31361549999565,3,1047,79
