algo,method,outlier_frac,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
vanilla,ransacov,0.35,1,498,14,0.036504,0.01242,0.024084,0.051093,14
lo-ransac,ransacov,0.35,1,498,13,0.036603,0.012364,0.024239,0.05335,13
gc-ransac,ransacov,0.35,1,499,5,0.036919,0.01268,0.024238,0.057705,5
gair-ransac,ransacov,0.35,1,499,5,0.036191,0.012109,0.024082,0.052891,5
