algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1480929187,0.0,60.0,0.06285720795288312,0.036988252790577644,0.025868955162305474,0.2436682950901296,0.6247394023627519,60.04364719998557,3,899,13
gc-ransac,0,1480929187,0.0,60.0,0.10949750652729792,0.05974383112915818,0.049753675398139734,0.2790919292512327,0.43988881167477417,60.08948129997589,1,633,5
lo-ransac,0,1480929187,0.0,60.0,0.11175191809355958,0.028438020704739348,0.08331389738882024,0.45194591939354817,0.7171646977067407,60.245069599943236,2,1032,5
vanilla,0,1480929187,0.0,60.0,0.12325203992309726,0.017780783171370884,0.10547125675172637,0.602095971789715,0.9395413481584434,60.639425199944526,5,1352,0
gair-ransac,1,779425495,0.0,60.0,0.10711270404547535,0.07291416275384087,0.03419854129163447,0.31293227119833295,0.4079221681723419,60.536774400039576,1,587,12
gc-ransac,1,779425495,0.0,60.0,0.11898353732294775,0.0682094591821082,0.050774078140839556,0.298520810804415,0.43919388464211256,60.81976169999689,1,632,7
lo-ransac,1,779425495,0.0,60.0,0.11379571369655252,0.02197997545434451,0.09181573824220801,0.44136785476926566,0.8144544822793607,60.710090999957174,3,1172,5
vanilla,1,779425495,0.0,60.0,0.13302749671161496,0.01675012172209826,0.1162773749895167,0.593746882925773,0.9749826268241835,60.52683520002756,6,1403,0
gair-ransac,2,1840282035,0.0,60.0,0.12262963168291452,0.07861550802584699,0.04401412365706753,0.41192946558210264,0.43502432244614314,60.05414040002506,1,626,7
gc-ransac,2,1840282035,0.0,60.0,0.10147735097248486,0.060684089862333944,0.04079326111015092,0.2842341441754759,0.4294649061848506,60.06654469994828,1,618,5
lo-ransac,2,1840282035,0.0,60.0,0.11434732367787558,0.018642320479177004,0.09570500319869857,0.6251792048842937,0.8881167477414872,60.29727830004413,4,1278,5
vanilla,2,1840282035,0.0,60.0,0.14092455709866067,0.01645661894947238,0.12446793814918829,0.7232470772130221,0.9562195969423211,60.13292120001279,5,1376,0
gair-ransac,3,737807616,0.0,60.0,0.08197345723492702,0.05061098844989646,0.03136246878503056,0.27695016058828376,0.5149409312022237,60.17427070008125,2,741,7
gc-ransac,3,737807616,0.0,60.0,0.10724622484672952,0.06352967173679318,0.04371655310993635,0.30639024853562075,0.4266851980542043,60.772319800104015,1,614,6
lo-ransac,3,737807616,0.0,60.0,0.14560478184338185,0.01954395390908084,0.126060827934301,0.6632737133633645,0.8776928422515636,60.353110300027765,4,1263,8
vanilla,3,737807616,0.0,60.0,0.12142801942703185,0.012726762805841504,0.10870125662119035,0.6421485820323876,0.9979152189020153,55.48438349994831,10,1436,0
gair-ransac,4,116107468,0.0,60.0,0.07215010909517641,0.028075288636206227,0.04407482045897018,0.24850502199452607,0.7762334954829743,60.02107520005666,4,1117,19
gc-ransac,4,116107468,0.0,60.0,0.10475566027971571,0.06394300054262994,0.04081265973708577,0.28774754924472795,0.4252953439888812,60.037837799987756,1,612,12
lo-ransac,4,116107468,0.0,60.0,0.10482869672989543,0.013372674251278463,0.09145602247861698,0.657513846568579,0.9993050729673384,60.18339060002472,8,1438,14
vanilla,4,116107468,0.0,60.0,0.1354820412695912,0.013918801250246032,0.12156324001934518,0.6577560076934879,0.995135510771369,52.00896760006435,10,1432,0
