algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,895360474,0.1,60.0,0.25280469579645626,0.2247451175750724,0.028059578221383837,0.9278566688853475,0.663728813559322,60.360682699945755,1,845,9
lo-ransac,0,895360474,0.1,60.0,0.17969919267728646,0.018445013109984306,0.16125417956730215,0.7215194798230516,0.9098305084745762,60.290563700022176,5,1288,8
vanilla,0,895360474,0.1,60.0,0.1870160653593226,0.017011751950656257,0.17000431340866634,0.7729310994036511,0.9084745762711864,60.23764389997814,8,1322,0
gair-ransac,1,423841986,0.1,60.0,0.2526875483066666,0.22468170786995756,0.028005840436709076,0.9274510975073942,0.6650847457627118,60.26686900004279,1,847,13
lo-ransac,1,423841986,0.1,60.0,0.18331300284734614,0.018637180855847462,0.1646758219914987,0.565233850077599,0.9091525423728813,60.667864999966696,6,1298,9
vanilla,1,423841986,0.1,60.0,0.18654771322769914,0.015946413212229088,0.17060130001547005,0.624963753659751,0.9179661016949152,60.69123229989782,9,1330,0
gair-ransac,2,1234759315,0.1,60.0,0.25202976986517156,0.2243452246091749,0.027684545255996684,0.9267873328171122,0.6650847457627118,60.954964000033215,1,847,11
lo-ransac,2,1234759315,0.1,60.0,0.1841611553918198,0.017620456596314803,0.16654069879550498,0.6969093129190643,0.9071186440677966,60.347789000021294,6,1303,9
vanilla,2,1234759315,0.1,60.0,0.19445404634239963,0.018449005644203924,0.1760050406981957,0.5943633815891803,0.8962711864406779,60.044882499962114,7,1295,0
gair-ransac,3,1996581994,0.1,60.0,0.2527805543146184,0.22468237987351863,0.028098174441099737,0.9273691090153686,0.6657627118644068,60.108502899995074,1,848,13
lo-ransac,3,1996581994,0.1,60.0,0.14840814052022627,0.012079663704267503,0.13632847681595878,0.6465525740651851,0.9261016949152543,60.137642699992284,5,1311,11
vanilla,3,1996581994,0.1,60.0,0.19744917281301513,0.01638798199411334,0.1810611908189018,0.7847268817712334,0.9105084745762712,60.12848179996945,7,1315,0
gair-ransac,4,228686992,0.1,60.0,0.25328957357140675,0.2259151589299807,0.02737441464142603,0.9310190374867271,0.6650847457627118,60.14594059996307,1,847,16
gc-ransac,4,228686992,0.1,60.0,0.25070007599816874,0.22048840863218158,0.03021166736598713,0.9156820519391373,0.6406779661016949,60.32814450003207,1,814,12
lo-ransac,4,228686992,0.1,60.0,0.19523792036397777,0.01850621569494782,0.17673170466902996,0.5648072371367001,0.8962711864406779,60.210361600038595,6,1288,7
vanilla,4,228686992,0.1,60.0,0.19879997218550424,0.017582559670113084,0.18121741251539117,0.5203496393677532,0.92,60.02313330001198,7,1311,0
