algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,329867922,0.2,60.0,0.04154854250373786,0.014820428573627328,0.02672811393011053,0.06308582470724153,0.9883333333333333,60.006925699999556,1,496,30
gc-ransac,0,329867922,0.2,60.0,0.04207467234437913,0.014891649867713954,0.027183022476665177,0.06503735264469317,0.9766666666666667,60.02634490001947,1,495,13
lo-ransac,0,329867922,0.2,60.0,0.14960635987078866,0.014256761759047248,0.1353495981117414,0.4334120692841731,0.8783333333333333,60.12147309991997,4,499,11
vanilla,0,329867922,0.2,60.0,0.15524172514024226,0.014786570391002663,0.14045515474923959,0.4739760977329317,0.8816666666666667,60.00921950000338,5,499,0
gair-ransac,1,1425979913,0.2,60.0,0.04224244780270943,0.014929222104553715,0.02731322569815571,0.06683504804593492,0.9883333333333333,60.175176199991256,1,496,28
gc-ransac,1,1425979913,0.2,60.0,0.04169122375859777,0.014658762545022437,0.02703246121357533,0.0642216642847375,0.9783333333333334,60.199802099959925,1,496,14
lo-ransac,1,1425979913,0.2,60.0,0.14054209520353567,0.014877938402372141,0.12566415680116352,0.39339985411886463,0.8933333333333333,60.23278860002756,3,499,8
vanilla,1,1425979913,0.2,60.0,0.1544591291863891,0.014163149114524284,0.1402959800718648,0.4528481073176615,0.8833333333333333,60.00531689997297,4,500,0
gair-ransac,2,967638479,0.2,60.0,0.04202110480440401,0.01492800483735396,0.027093099967050054,0.06093780832200672,0.9883333333333333,60.264739600010216,1,496,28
gc-ransac,2,967638479,0.2,60.0,0.041972414472499456,0.014849938482916932,0.02712247598958252,0.06617859618047331,0.975,60.17079050000757,1,494,10
lo-ransac,2,967638479,0.2,60.0,0.11116622414034802,0.014884417870754073,0.09628180626959394,0.37962862537442066,0.9166666666666666,60.23518640000839,2,499,9
vanilla,2,967638479,0.2,60.0,0.1533520813224159,0.01435123995045344,0.13900084137196245,0.4365882086938518,0.8866666666666667,60.008853500010446,5,499,0
gair-ransac,3,652785935,0.2,60.0,0.04166707986636656,0.014663774773244296,0.027003305093122265,0.05805951394439297,0.9866666666666667,60.022333900094964,1,495,29
gc-ransac,3,652785935,0.2,60.0,0.04147610547974267,0.014455820411189901,0.02702028506855277,0.06049123077302346,0.98,60.045103700016625,1,497,10
lo-ransac,3,652785935,0.2,60.0,0.15300481971045166,0.014275770265478311,0.13872904944497336,0.4557824359008477,0.8716666666666667,60.20579959999304,5,499,10
vanilla,3,652785935,0.2,60.0,0.16263765835025643,0.01399149776341457,0.14864616058684185,0.4564913111052453,0.87,60.07979809993412,6,499,0
gair-ransac,4,1535018046,0.2,60.0,0.04154427618531337,0.014642022765928254,0.02690225341938511,0.06397156876864522,0.9883333333333333,60.03279680002015,1,496,35
gc-ransac,4,1535018046,0.2,60.0,0.04189402912886997,0.014765769944381078,0.027128259184488895,0.06515436496333722,0.9766666666666667,60.62848720001057,1,495,14
lo-ransac,4,1535018046,0.2,60.0,0.15095418295427465,0.014103837680013796,0.13685034527426085,0.4078550520342735,0.875,60.176743599935435,5,500,11
vanilla,4,1535018046,0.2,60.0,0.15819599610225182,0.01411799864916704,0.14407799745308478,0.4444089347685102,0.8733333333333333,60.10559769999236,5,499,0
