algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,1,891877841,0.0,120.0,0.08602166405482414,0.0164479977770424,0.06957366627778173,0.33300679574525144,0.8665,120.087387400039,5,6932,0
vanilla,0,1682422289,0.0,120.0,0.07931024732059959,0.015380667709126803,0.06392957961147279,0.3365104108215328,0.87475,120.23299380001845,5,6998,0
lo-ransac,1,891877841,0.0,120.0,0.10698744436399361,0.01670089215020955,0.09028655221378407,0.5269342641449432,0.871,120.2752358999569,7,6968,18
gc-ransac,0,1682422289,0.0,120.0,0.08567672304650453,0.03986231782526199,0.045814405221242534,0.2648352579591665,0.656,123.30104769999161,2,5248,16
gc-ransac,1,891877841,0.0,120.0,0.09716186040599525,0.04137782754736858,0.055784032858626674,0.2334706642141227,0.640125,124.21472410002025,2,5121,16
gair-ransac,0,1682422289,0.0,120.0,0.07315424795569525,0.028164368723575403,0.04498987923211985,0.22339989385643888,0.70475,124.96893919998547,2,5638,43
lo-ransac,0,1682422289,0.0,120.0,0.08972262833912016,0.015339406043779456,0.07438322229534071,0.34234838927076533,0.914625,126.1919870999991,6,7317,19
gair-ransac,1,891877841,0.0,120.0,0.06630037766491717,0.026754310000813075,0.0395460676641041,0.22738677370150628,0.698875,130.53696820000187,2,5591,26
