algo,method,outlier_frac,budget_s,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
gair-ransac,exhaustive,0.25,120.0,1,3029,16,0.139556,0.117808,0.021748,0.429178,16
gair-ransac,ransacov,0.25,120.0,1,3029,16,0.139556,0.117808,0.021748,0.429178,16
gc-ransac,exhaustive,0.25,120.0,1,3561,2,0.110968,0.056736,0.054232,0.298651,2
gc-ransac,ransacov,0.25,120.0,1,3561,2,0.110968,0.056736,0.054232,0.298651,2
lo-ransac,exhaustive,0.25,120.0,1,3547,20,0.100307,0.054923,0.045384,0.31752,20
lo-ransac,ransacov,0.25,120.0,1,3547,20,0.100307,0.054923,0.045384,0.31752,20
vanilla,exhaustive,0.25,120.0,1,1687,20,0.146341,0.080358,0.065983,0.404036,20
vanilla,ransacov,0.25,120.0,1,3274,20,0.149661,0.061913,0.087747,0.32158,20
