algo,method,outlier_frac,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
vanilla,ransacov,0.2,1,368,10,0.05321,0.018804,0.034406,0.103059,10
lo-ransac,ransacov,0.2,1,365,10,0.053204,0.018888,0.034316,0.105271,10
gc-ransac,ransacov,0.2,1,368,5,0.05248,0.018363,0.034117,0.101952,5
gair-ransac,ransacov,0.2,1,371,5,0.052012,0.018037,0.033975,0.100946,5
