algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,314686607,0.0,60.0,0.04417121133595285,0.014088130207846333,0.03008308112810652,0.06125239347826473,1.0,60.10470270004589,1,500,54
gc-ransac,0,314686607,0.0,60.0,0.04432371321529908,0.014296396483469259,0.030027316731829817,0.05931878067856946,1.0,60.01739430008456,1,500,73
lo-ransac,0,314686607,0.0,60.0,0.04954985575287013,0.01747061575782029,0.032079239995049844,0.06324344334224712,0.996,60.016288300044835,1,498,106
vanilla,0,314686607,0.0,60.0,0.05139135728883863,0.018640935267829523,0.03275042202100911,0.06423158126812176,0.994,60.0083072000416,1,497,0
gair-ransac,1,1939196106,0.0,60.0,0.043590684576646395,0.013663747449454849,0.029926937127191546,0.05986766665869781,1.0,60.01050150010269,1,500,51
gc-ransac,1,1939196106,0.0,60.0,0.04946042451296999,0.017578829207625057,0.03188159530534493,0.06188215576223229,0.996,60.01531720010098,1,498,84
lo-ransac,1,1939196106,0.0,60.0,0.044136847591646336,0.014108470398125359,0.03002837719352098,0.05981207562916478,1.0,60.00974559993483,1,500,108
vanilla,1,1939196106,0.0,60.0,0.04595160440777492,0.015396748747152966,0.030554855660621952,0.062155151785333485,0.992,60.00927799998317,1,496,0
gair-ransac,2,1817127739,0.0,60.0,0.05047301567976401,0.01819810662307541,0.0322749090566886,0.06629443644763772,0.996,60.24930709996261,1,498,47
gc-ransac,2,1817127739,0.0,60.0,0.043675090881084885,0.013816313396748835,0.029858777484336047,0.059268589743034915,1.0,60.01288890000433,1,500,80
lo-ransac,2,1817127739,0.0,60.0,0.04359719764230834,0.013763281480565681,0.029833916161742663,0.061656608564508476,1.0,60.00710339995567,1,500,100
vanilla,2,1817127739,0.0,60.0,0.05031387671743662,0.01807462818692582,0.03223924853051079,0.06332476949513226,1.0,60.00565690000076,1,500,0
gair-ransac,3,1006473231,0.0,60.0,0.050148510965561735,0.017968037748063735,0.032180473217498,0.06326201299104153,1.0,60.023387099965475,1,500,47
gc-ransac,3,1006473231,0.0,60.0,0.050148510965561735,0.017968037748063735,0.032180473217498,0.06326201299104153,1.0,60.010654099984095,1,500,85
lo-ransac,3,1006473231,0.0,60.0,0.044041431453833386,0.01403483331790793,0.030006598135925457,0.061859203174819945,1.0,60.12873509991914,1,500,105
vanilla,3,1006473231,0.0,60.0,0.049695378585414896,0.017762922879562063,0.03193245570585283,0.059267440336368236,0.996,60.00843769998755,1,498,0
gair-ransac,4,1081488687,0.0,60.0,0.049195155931202994,0.017298044338975218,0.03189711159222778,0.06648368113863906,0.996,60.01450549997389,1,498,44
gc-ransac,4,1081488687,0.0,60.0,0.04977818401251413,0.01776003491077067,0.032018149101743464,0.06236974839575421,0.998,60.01336199999787,1,499,80
lo-ransac,4,1081488687,0.0,60.0,0.04444077673612547,0.014440879141462077,0.02999989759466339,0.0612913070098521,1.0,60.01142680004705,1,500,107
vanilla,4,1081488687,0.0,60.0,0.05055747033003018,0.018332105892498653,0.032225364437531524,0.06364202070648696,0.994,60.00943219999317,1,497,0
