algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,2088981716,0.4,60.0,0.2287886036436613,0.20336107901278255,0.025427524630878735,0.7937036375332437,0.5476190476190477,60.30227179999929,1,211,19
lo-ransac,0,2088981716,0.4,60.0,0.23594507583813396,0.024029022282263255,0.2119160535558707,0.7384258226821389,0.6954887218045113,60.26439919997938,5,472,10
vanilla,0,2088981716,0.4,60.0,0.24200036185472934,0.019769100396856077,0.22223126145787325,0.8411294238155508,0.7080200501253133,60.09856980002951,7,509,0
gair-ransac,1,1350635610,0.4,60.0,0.46488763400269806,0.44006982368072545,0.024817810321972597,1.1317812789020134,0.3483709273182957,60.25740969995968,1,50,16
lo-ransac,1,1350635610,0.4,60.0,0.1583034560186106,0.0208664172789438,0.13743703873966678,0.5814177701689012,0.7468671679197995,60.22274090000428,5,477,10
vanilla,1,1350635610,0.4,60.0,0.2118165521442557,0.019457598734625582,0.19235895340963013,0.7717805349156607,0.731829573934837,60.149624299956486,7,516,0
gair-ransac,2,551331639,0.4,60.0,0.23063305361144473,0.20416992596127215,0.02646312765017259,0.7964082850892598,0.5551378446115288,60.237504100077786,1,217,13
lo-ransac,2,551331639,0.4,60.0,0.19048970194336562,0.021724371906076696,0.1687653300372889,0.6126520278050389,0.681704260651629,60.06101459998172,5,470,10
vanilla,2,551331639,0.4,60.0,0.23431214116567523,0.021209682012130797,0.21310245915354442,0.7542772101215562,0.7180451127819549,60.19532449997496,7,505,0
gair-ransac,3,2072799182,0.4,60.0,0.19835534507718405,0.17273977227848902,0.02561557279869502,0.7771531476170214,0.6228070175438597,60.01220340002328,2,272,14
lo-ransac,3,2072799182,0.4,60.0,0.19519878888413894,0.023818373431417086,0.17138041545272187,0.6249449459258695,0.7005012531328321,60.32621089997701,5,468,9
vanilla,3,2072799182,0.4,60.0,0.2339163305762381,0.019782692686222923,0.21413363789001516,0.8744790222606572,0.7080200501253133,60.0874605999561,8,521,0
gair-ransac,4,890138806,0.4,60.0,0.22614698811650574,0.19982416846344522,0.02632281965306052,0.782024867123778,0.5463659147869674,60.02101410005707,1,210,14
lo-ransac,4,890138806,0.4,60.0,0.21431461927645368,0.025512452198810834,0.18880216707764286,0.5828194109566555,0.6791979949874687,60.2038466000231,5,456,7
vanilla,4,890138806,0.4,60.0,0.20604288594705417,0.018691264115888985,0.1873516218311652,0.7428868420804979,0.7167919799498746,60.057180600007996,8,522,0
