algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,3,1928932686,0.1,0.06456535089939847,0.014043992362878063,0.05052135853652041,0.24081140867731954,0.8774617067833698,2.707428699999582,2,391,0
vanilla,1,671918867,0.1,0.061372426844924055,0.01427938742097069,0.04709303942395337,0.24197920506520376,0.8971553610503282,3.4462164000142366,2,400,0
vanilla,2,1153974482,0.1,0.06288759992249651,0.014763903118698548,0.04812369680379796,0.228066603834734,0.8949671772428884,3.585657399962656,2,396,0
vanilla,4,1175509482,0.1,0.06393089474627053,0.014540942831572309,0.04938995191469823,0.2382766242824025,0.8949671772428884,4.059908800001722,2,399,0
vanilla,0,721560819,0.1,0.06371728849107526,0.014649724674440588,0.04906756381663468,0.1847199157272922,0.8687089715536105,4.746359599987045,2,386,0
lo-ransac,1,671918867,0.1,0.06279720661915056,0.015110696448556123,0.04768651017059443,0.2354550413308592,0.888402625820569,6.539456099970266,2,396,3
lo-ransac,0,721560819,0.1,0.0638267451928502,0.013769388442625858,0.05005735675022434,0.23940062755361366,0.9059080962800875,8.01169769995613,2,401,2
lo-ransac,3,1928932686,0.1,0.06449303676326058,0.01566639750560968,0.0488266392576509,0.23371189689771213,0.9037199124726477,8.083394099958241,2,402,2
lo-ransac,2,1153974482,0.1,0.06418959205639514,0.015335853603686526,0.04885373845270862,0.24149272043876743,0.8818380743982495,9.807699400000274,2,393,3
lo-ransac,4,1175509482,0.1,0.06525549151299254,0.014306743270698533,0.050948748242294,0.24047440244022072,0.8774617067833698,9.673639299988281,2,392,3
gair-ransac,2,1153974482,0.1,0.04839375132757936,0.009267119015127244,0.039126632312452114,0.20958755099019521,0.9890590809628009,14.040516799956094,2,416,10
gair-ransac,4,1175509482,0.1,0.05292691562305483,0.018723279347049655,0.03420363627600517,0.10373752442195831,0.8730853391684902,59.50812720000977,1,361,43
gair-ransac,1,671918867,0.1,0.05282490399048549,0.01843622158277145,0.03438868240771404,0.10194148598667566,0.8840262582056893,60.40983590000542,1,366,28
gc-ransac,2,1153974482,0.1,0.05251342716061933,0.018442853338408026,0.034070573822211306,0.10061862290740413,0.8599562363238512,62.511171800026204,1,368,24
gc-ransac,1,671918867,0.1,0.05212109974630427,0.01835225561333996,0.03376884413296431,0.10164627130746273,0.8577680525164114,75.47691510000732,1,368,27
gc-ransac,4,1175509482,0.1,0.05204159792484779,0.018241120024693955,0.033800477900153836,0.10285871629635872,0.8533916849015317,85.2576406999724,1,366,23
gc-ransac,0,721560819,0.1,0.05273932709366165,0.01833391630397973,0.03440541078968192,0.1054531640716143,0.8468271334792122,94.00763380003627,1,363,28
gc-ransac,3,1928932686,0.1,0.05352329877231969,0.018961653208957947,0.03456164556336174,0.10573554014314392,0.8643326039387309,109.49979580001673,1,371,32
gair-ransac,0,721560819,0.1,0.05256963516160895,0.018570469087002092,0.03399916607460686,0.10375544295999738,0.8774617067833698,114.41837809997378,1,363,35
gair-ransac,3,1928932686,0.1,0.0528680135481588,0.018681784733709298,0.03418622881444951,0.10209294402435735,0.8862144420131292,116.58616990002338,1,367,36
