algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,1,2136641604,0.15,0.10081525347074714,0.014972529145313057,0.08584272432543409,0.4874659393319635,0.7697826086956522,43.89096199994674,10,6758,0
vanilla,0,585666749,0.15,0.11000654401057555,0.01539952993463552,0.09460701407594004,0.4481016271648341,0.7775,45.652123800013214,10,6846,0
vanilla,3,1122661969,0.15,0.1138038498022991,0.014880585934230835,0.09892326386806827,0.5529524971913619,0.7940217391304348,47.50242800003616,10,6995,0
vanilla,2,1844294814,0.15,0.115981688675313,0.015229286816000292,0.10075240185931271,0.7031369749780666,0.7964130434782609,50.96889089996694,10,7008,0
vanilla,4,1989597814,0.15,0.1256616853519238,0.014810306718349207,0.11085137863357458,0.7960184925434762,0.7757608695652174,52.26109520002501,10,6820,0
lo-ransac,1,2136641604,0.15,0.11394301019962635,0.01354104658971956,0.10040196360990679,0.5158261599245868,0.8217391304347826,67.00160190003226,10,7294,12
lo-ransac,3,1122661969,0.15,0.10748368523223845,0.014064389660348918,0.09341929557188954,0.522290295219146,0.8134782608695652,77.85029640002176,9,7172,14
lo-ransac,0,585666749,0.15,0.11696112522874193,0.014335485874746536,0.1026256393539954,0.5489635022346369,0.8010869565217391,83.75899020000361,10,7093,16
lo-ransac,4,1989597814,0.15,0.12129581206220226,0.013850353253750619,0.10744545880845165,0.42017378379170334,0.8331521739130435,89.9691324000014,9,7376,14
lo-ransac,2,1844294814,0.15,0.10521365731221781,0.014568062158783136,0.09064559515343468,0.4228453706983294,0.7796739130434782,93.93235780001851,10,6890,19
gair-ransac,2,1844294814,0.15,0.05946267018316144,0.017613152928359434,0.04184951725480201,0.25222993216006045,0.8908695652173914,96.63384759996552,3,7104,65
gair-ransac,4,1989597814,0.15,0.05453031516049591,0.0223761974753384,0.03215411768515751,0.1661613404958867,0.7910869565217391,124.22527880000416,2,6165,58
gc-ransac,3,1122661969,0.15,0.08939603837607085,0.025812854466199624,0.06358318390987122,0.3557491822422119,0.7295652173913043,142.7538884000387,2,5883,30
gair-ransac,0,585666749,0.15,0.061874359697109554,0.02386737174637918,0.038006987950730375,0.1876250433099012,0.8005434782608696,160.661515600048,2,6259,82
gair-ransac,3,1122661969,0.15,0.053515881992106294,0.02177367540526863,0.031742206586837664,0.16700247452727546,0.7895652173913044,170.99544599995716,2,6159,75
gair-ransac,1,2136641604,0.15,0.05643398780984222,0.012995528896903663,0.04343845891293856,0.2765381568814094,0.9743478260869565,178.1522285999963,4,7905,64
gc-ransac,1,2136641604,0.15,0.06028853722881676,0.017876334792876293,0.04241220243594047,0.2551086545490152,0.8628260869565217,186.179920900031,3,7178,27
gc-ransac,0,585666749,0.15,0.06432536823384856,0.017005944956092638,0.04731942327775592,0.30044272379576265,0.8606521739130435,194.1918096000445,3,7146,34
gc-ransac,2,1844294814,0.15,0.07773284541556308,0.03267012269550621,0.04506272272005686,0.2069790654988656,0.6645652173913044,194.13389389996883,2,5270,40
gc-ransac,4,1989597814,0.15,0.0581433352269778,0.01936304989549491,0.038780285331482894,0.1883336150266786,0.8160869565217391,195.75659539998742,3,6725,39
