algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1683147956,0.2,60.0,0.035240944830405074,0.014372343519087625,0.020868601311317448,0.1553790908550137,0.97625,60.19107109995093,5,7891,19
gc-ransac,0,1683147956,0.2,60.0,0.07046213807093438,0.05860473411382928,0.011857403957105099,0.5688743558404871,0.8725,60.10524619999342,1,6994,10
lo-ransac,0,1683147956,0.2,60.0,0.10761062417332481,0.014631759170907466,0.09297886500241735,0.35935795911424806,0.87125,60.37015800003428,6,7882,7
vanilla,0,1683147956,0.2,60.0,0.11912900175431435,0.014810899392793985,0.10431810236152037,0.5184017456959157,0.8530208333333333,60.21010730008129,9,7958,0
gair-ransac,1,2039251708,0.2,60.0,0.07888990206677032,0.04688379325655584,0.03200610881021449,0.5739396933814676,0.88125,60.041992599959485,2,6954,16
gc-ransac,1,2039251708,0.2,60.0,0.06954583517844933,0.058078747601876674,0.011467087576572655,0.5694333803025439,0.8721875,60.424317899974994,1,6995,9
lo-ransac,1,2039251708,0.2,60.0,0.128479742723336,0.014593892397043949,0.11388585032629206,0.5080343054725308,0.8680208333333334,60.292267499957234,7,7914,10
vanilla,1,2039251708,0.2,60.0,0.11594753957983651,0.013650035493194951,0.10229750408664157,0.4577349748537506,0.8576041666666666,60.360131299938075,9,7937,0
gair-ransac,2,1855706294,0.2,60.0,0.06421492903735655,0.04768033103931493,0.01653459799804162,0.5701176289101735,0.8923958333333334,60.064425999997184,2,7065,22
gc-ransac,2,1855706294,0.2,60.0,0.06921748229944685,0.05829449717700914,0.010922985122437712,0.5697653272643936,0.8722916666666667,60.26901139994152,1,6986,9
lo-ransac,2,1855706294,0.2,60.0,0.10737065581150154,0.014927404990437624,0.09244325082106392,0.416380950038301,0.8719791666666666,60.10585719998926,6,7881,10
vanilla,2,1855706294,0.2,60.0,0.12244744733293218,0.013913129358609005,0.10853431797432318,0.49837932854706984,0.8570833333333333,60.100691900006495,9,7955,0
gair-ransac,3,1641396314,0.2,60.0,0.053818845370754875,0.03553380846021017,0.01828503691054471,0.5584122539467126,0.9222916666666666,60.01552259991877,3,7351,22
gc-ransac,3,1641396314,0.2,60.0,0.07283495760543598,0.05972163319918867,0.013113324406247323,0.5696797055407162,0.8721875,60.214648699969985,1,6988,9
lo-ransac,3,1641396314,0.2,60.0,0.11808426144035261,0.015319305585455755,0.10276495585489685,0.4300351614729525,0.8660416666666667,60.06716780003626,6,7876,13
vanilla,3,1641396314,0.2,60.0,0.12221240086126814,0.015292766697484172,0.10691963416378397,0.5010265406191029,0.8594791666666667,60.29467580001801,9,7948,0
gair-ransac,4,457126910,0.2,60.0,0.057953230837575545,0.03827722820695007,0.01967600263062547,0.5747995029036528,0.9189583333333333,60.26087669993285,3,7329,22
gc-ransac,4,457126910,0.2,60.0,0.06957422898884832,0.05789693854965906,0.011677290439189258,0.5654920912730058,0.8705208333333333,60.055173200089484,1,6983,9
lo-ransac,4,457126910,0.2,60.0,0.1122593279169061,0.014988221404014982,0.09727110651289111,0.40661867312179034,0.8630208333333333,60.13393889996223,6,7868,11
vanilla,4,457126910,0.2,60.0,0.12430353541553468,0.013702988745023254,0.11060054667051143,0.5543557594140658,0.8560416666666667,60.028395899920724,9,7936,0
