algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,0,6289970,0.1,0.15384975052814256,0.012820219406035392,0.14102953112210717,0.7446221050451807,0.7977272727272727,47.92449939996004,10,6820,0
vanilla,2,377315876,0.1,0.13562761723405536,0.013008130234523983,0.12261948699953139,0.48820377311409147,0.8186363636363636,48.378442500019446,9,6999,0
vanilla,3,1088549469,0.1,0.16076614175994033,0.014299433385155684,0.14646670837478465,0.6318023400953189,0.7985227272727272,50.796941599983256,10,6885,0
vanilla,1,2030584322,0.1,0.14276150769044493,0.013127535952124635,0.1296339717383203,0.4875802265778136,0.7939772727272727,53.46868990000803,10,6799,0
vanilla,4,1376397831,0.1,0.13431149401100612,0.01231056561973615,0.12200092839126997,0.5877363245845698,0.7823863636363636,53.85660969995661,10,6694,0
lo-ransac,3,1088549469,0.1,0.1266310172233842,0.012850831884322303,0.1137801853390619,0.4106799147488348,0.8107954545454545,70.61770880001131,9,6978,13
lo-ransac,1,2030584322,0.1,0.13961108153881988,0.01294286212774385,0.12666821941107603,0.5096776617997392,0.8070454545454545,73.00315200001933,9,6887,13
lo-ransac,4,1376397831,0.1,0.1283982424006295,0.012523773734083608,0.11587446866654588,0.49271004174264293,0.8130681818181819,74.24183940002695,9,6962,11
lo-ransac,2,377315876,0.1,0.1423286134346472,0.01343579296679074,0.12889282046785647,0.6252813605553681,0.821590909090909,75.67746979999356,9,7047,12
lo-ransac,0,6289970,0.1,0.15618512939906554,0.014403174772353363,0.14178195462671217,0.8744297946630982,0.8167045454545454,83.8467294999864,9,7004,16
gc-ransac,0,6289970,0.1,0.06946092162765227,0.03444656116429762,0.03501436046335465,0.19297997467749928,0.5622727272727273,139.27183720003814,1,4254,28
gc-ransac,2,377315876,0.1,0.06397949182976134,0.024629712031982255,0.03934977979777908,0.18526176236962502,0.7228409090909091,145.7463419000269,2,5734,31
gair-ransac,4,1376397831,0.1,0.03450487589248824,0.015077365382752655,0.019427510509735586,0.23368319823819228,0.7195454545454546,149.84793210000498,5,5578,49
gair-ransac,3,1088549469,0.1,0.032299411757454946,0.014974200312660422,0.017325211444794524,0.25966458874936155,0.7176136363636364,153.24176290002652,5,5559,53
gc-ransac,3,1088549469,0.1,0.06158454419457792,0.021284446226477266,0.040300097968100655,0.20390199705593584,0.7261363636363637,154.64312339999015,2,5737,29
gc-ransac,1,2030584322,0.1,0.0588602715277711,0.016380176486841827,0.042480095040929276,0.27251559084488514,0.8281818181818181,162.89099759998498,3,6725,27
gair-ransac,1,2030584322,0.1,0.03431502355213483,0.01569290296839162,0.018622120583743212,0.25554881880166486,0.715,164.76124429999618,5,5545,53
gc-ransac,4,1376397831,0.1,0.0712250136705494,0.025160218930559884,0.04606479473998951,0.2290580283490406,0.7132954545454545,167.13098549999995,2,5651,38
gair-ransac,0,6289970,0.1,0.04857493917565381,0.017553141116180795,0.03102179805947301,0.24412919499773075,0.7153409090909091,179.6612548000412,6,5555,44
gair-ransac,2,377315876,0.1,0.033791281083370296,0.014684954549776323,0.01910632653359397,0.2680503842229655,0.7269318181818182,184.812760300003,5,5646,52
