algo,method,outlier_frac,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
vanilla,ransacov,0.2,1,500,5,0.04499,0.015736,0.029254,0.058785,5
lo-ransac,ransacov,0.2,1,500,5,0.039518,0.012308,0.027209,0.055804,5
gc-ransac,ransacov,0.2,1,500,5,0.04326,0.014726,0.028535,0.057668,5
gair-ransac,ransacov,0.2,1,500,5,0.03926,0.012133,0.027127,0.054995,5
