algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1480929187,0.4,60.0,0.08475288340168738,0.055645573228695726,0.029107310172991653,0.331500972580815,0.6554121151936445,60.2843705000123,2,771,23
gc-ransac,0,1480929187,0.4,60.0,0.1875057105372352,0.07683120732068681,0.11067450321654837,0.3771526253747528,0.5536246276067527,60.1841605999507,1,618,11
lo-ransac,0,1480929187,0.4,60.0,0.1606857132238898,0.01912434469426744,0.14156136852962237,0.6760004757268685,0.7571996027805362,60.03143610002007,7,1350,9
vanilla,0,1480929187,0.4,60.0,0.15935180046658864,0.016985367661913317,0.14236643280467534,0.6356274769133345,0.7636544190665343,60.19249490008224,9,1409,0
gair-ransac,1,779425495,0.4,60.0,0.09014723581901793,0.05184090075134495,0.03830633506767299,0.29435881515553314,0.717974180734856,60.07095710001886,2,909,17
lo-ransac,1,779425495,0.4,60.0,0.1386262011415869,0.018677894066856493,0.11994830707473043,0.5562584135088449,0.7909632571996028,60.36331379995681,6,1356,9
vanilla,1,779425495,0.4,60.0,0.1543837664886591,0.01618024299403567,0.13820352349462342,0.5618569735687912,0.7715988083416088,60.0796074999962,9,1414,0
gair-ransac,2,1840282035,0.4,60.0,0.11378457012073487,0.07012790126860588,0.04365666885212898,0.30745084299471903,0.5794438927507448,60.23599909991026,1,609,19
gc-ransac,2,1840282035,0.4,60.0,0.11941828988748507,0.068778289979856,0.05063999990762908,0.36574740346116075,0.5382323733862959,60.22201380005572,1,562,9
lo-ransac,2,1840282035,0.4,60.0,0.1625219724989033,0.019784197230489277,0.14273777526841402,0.6675189521666167,0.7616683217477657,60.02934720006306,6,1318,11
vanilla,2,1840282035,0.4,60.0,0.16820440858167357,0.017335869810145215,0.15086853877152837,0.5498646019394995,0.7552135054617676,60.22982060001232,9,1388,0
gair-ransac,3,737807616,0.4,60.0,0.09007913414329294,0.06254961175957922,0.02752952238371372,0.3896644054979321,0.6683217477656405,60.28924579999875,2,792,14
gc-ransac,3,737807616,0.4,60.0,0.13101759736010898,0.06896258378546208,0.062055013574646906,0.2839115227693539,0.5466732869910625,60.072500100010075,1,595,10
lo-ransac,3,737807616,0.4,60.0,0.14320309235150974,0.016668167490636855,0.1265349248608729,0.4365280501117708,0.785501489572989,60.112196299945936,7,1395,9
vanilla,3,737807616,0.4,60.0,0.15462920124807428,0.01669936100687803,0.13792984024119626,0.7353022369938716,0.7864945382323734,60.365723299910314,8,1411,0
gair-ransac,4,116107468,0.4,60.0,0.10200964757832148,0.0635194518523501,0.038490195725971385,0.29953422071433594,0.576961271102284,60.03229290002491,1,606,26
lo-ransac,4,116107468,0.4,60.0,0.13892676779868618,0.018213318018453776,0.12071344978023239,0.5397226392726465,0.7840119165839126,60.031641499954276,6,1349,10
vanilla,4,116107468,0.4,60.0,0.16076398978139256,0.01674268148509119,0.14402130829630136,0.6634360922519332,0.7656405163853028,60.30254090006929,9,1404,0
