algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,657460756,0.3,60.0,0.3559927435714218,0.33022543016758155,0.025767313403840256,0.8513409006863681,0.4603550295857988,60.15794140007347,1,199,18
lo-ransac,0,657460756,0.3,60.0,0.12624724768658918,0.018736961281740655,0.10751028640484851,0.5248998799358809,0.7822485207100591,60.2454511000542,5,602,9
vanilla,0,657460756,0.3,60.0,0.14210730216875445,0.01753096146182992,0.12457634070692453,0.5887883299582773,0.7798816568047338,60.320414699963294,8,621,0
gair-ransac,1,1943913580,0.3,60.0,0.35272664383820646,0.3271465496113519,0.025580094226854512,0.8363326364507034,0.4650887573964497,60.14503739995416,1,202,16
lo-ransac,1,1943913580,0.3,60.0,0.14153746254393743,0.017828755894091792,0.12370870664984564,0.5859273760444874,0.8142011834319527,60.0804427000694,6,624,9
vanilla,1,1943913580,0.3,60.0,0.14901780467915776,0.015845422980228327,0.13317238169892945,0.563608571345874,0.7846153846153846,60.381511399988085,10,633,0
gair-ransac,2,8213842,0.3,60.0,0.3505193943792545,0.32446565795844984,0.02605373642080467,0.8287201881078591,0.4603550295857988,60.03411189990584,1,198,15
lo-ransac,2,8213842,0.3,60.0,0.1337930975198259,0.017550336886899335,0.11624276063292657,0.6228892475389546,0.7917159763313609,60.0338502000086,6,622,10
vanilla,2,8213842,0.3,60.0,0.11613292731818306,0.016273398588641158,0.0998595287295419,0.41825513020043553,0.7881656804733728,60.050637600012124,9,627,0
gair-ransac,3,2098269281,0.3,60.0,0.35744159356430044,0.3324414982986809,0.02500009526561953,0.8451143563122888,0.4650887573964497,60.312821900006384,1,202,16
lo-ransac,3,2098269281,0.3,60.0,0.12008855843585686,0.017106226183242198,0.10298233225261466,0.45101294163522765,0.7846153846153846,60.089966299943626,7,621,11
vanilla,3,2098269281,0.3,60.0,0.13931564746328426,0.018140347670878763,0.12117529979240549,0.6834431595004774,0.7810650887573964,60.08405089995358,8,610,0
gair-ransac,4,1980593794,0.3,60.0,0.35698490083116685,0.33167211746897024,0.02531278336219661,0.8408185369437633,0.46745562130177515,60.272650499944575,1,204,12
lo-ransac,4,1980593794,0.3,60.0,0.1516168313856654,0.021633660605035975,0.12998317078062943,0.5242477206291076,0.762130177514793,60.26748280005995,6,592,11
vanilla,4,1980593794,0.3,60.0,0.1456115883704412,0.0164743370022885,0.12913725136815268,0.660943656470277,0.7940828402366864,60.243838599999435,9,634,0
