algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
lo-ransac,0,898752222,0.2,60.0,0.109390920748699,0.016843335825472393,0.0925475849232266,0.37718860480599004,0.8777555110220441,60.35236350004561,5,414,8
vanilla,0,898752222,0.2,60.0,0.1048283062674705,0.017031425054592722,0.08779688121287778,0.37423476546742723,0.8797595190380761,60.218374399933964,6,412,0
lo-ransac,1,756965441,0.2,60.0,0.0976929489138447,0.01613991822715561,0.08155303068668909,0.3706593675134802,0.8777555110220441,60.23035889992025,5,414,9
vanilla,1,756965441,0.2,60.0,0.10717980392459639,0.015592837520161912,0.09158696640443448,0.36203544160081963,0.845691382765531,60.03645199991297,7,404,0
lo-ransac,2,1347287830,0.2,60.0,0.11469510277294742,0.017147853954508446,0.09754724881843897,0.44595264984540045,0.8797595190380761,60.01484710001387,5,412,10
vanilla,2,1347287830,0.2,60.0,0.10534526709430053,0.0162950764347447,0.08905019065955583,0.4087615276629954,0.8817635270541082,60.270863600075245,7,407,0
lo-ransac,3,1512194228,0.2,60.0,0.1045137710844722,0.017879620160444896,0.0866341509240273,0.3447575762952602,0.8957915831663327,60.14050820004195,6,410,11
vanilla,3,1512194228,0.2,60.0,0.12036949063044497,0.0159207687135232,0.10444872191692177,0.5846059181154859,0.8717434869739479,60.20613500010222,7,408,0
lo-ransac,4,1897790946,0.2,60.0,0.1057017788905443,0.01626525709685562,0.08943652179368869,0.36224116214561414,0.8877755511022044,60.23276069993153,5,415,11
vanilla,4,1897790946,0.2,60.0,0.10348295240532228,0.0161133411177177,0.08736961128760458,0.3248636862178866,0.8657314629258517,60.53676070005167,7,401,0
