algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,3,1088549469,0.25,0.16139580806534481,0.014039954405104579,0.14735585366024023,0.6459587049834564,0.7313,49.258834700041916,10,6855,0
vanilla,0,6289970,0.25,0.14212295979726153,0.013308551953201459,0.12881440784406006,0.6148516511981272,0.7212,50.14803949999623,10,6735,0
vanilla,2,377315876,0.25,0.1309574428767215,0.0126673271554383,0.1182901157212832,0.4387158421034998,0.7134,51.3468440999859,10,6622,0
vanilla,1,2030584322,0.25,0.13107636941708736,0.012813066994394863,0.1182633024226925,0.49550414525035236,0.7321,54.8328513999586,10,6803,0
vanilla,4,1376397831,0.25,0.16474077460779257,0.014632324453795201,0.15010845015399737,0.6075994988135072,0.7349,55.27126040001167,10,6822,0
lo-ransac,4,1376397831,0.25,0.13908832454634068,0.013222484646214182,0.1258658399001265,0.5429927365632977,0.7384,72.22551640000893,10,6968,14
lo-ransac,2,377315876,0.25,0.13314926578183775,0.012929469153948948,0.12021979662788881,0.4554051921413052,0.7461,80.00475240004016,10,7015,16
lo-ransac,1,2030584322,0.25,0.1462457676095714,0.01388989772804688,0.1323558698815245,0.6463975724086675,0.731,81.29945120000048,10,6880,15
lo-ransac,0,6289970,0.25,0.14291299526016915,0.012532479559674861,0.13038051570049428,0.5898099849166127,0.7423,84.02362200000789,10,6961,16
lo-ransac,3,1088549469,0.25,0.12130656089860949,0.012573152571640905,0.10873340832696858,0.515137248567657,0.734,85.03356650000205,10,6933,17
gc-ransac,4,1376397831,0.25,0.09159702016564322,0.02638610695059897,0.06521091321504426,0.239297998816123,0.7036,134.09160729998257,2,5678,27
gc-ransac,0,6289970,0.25,0.09853603654156354,0.022181990984766267,0.07635404555679727,0.2984268554623548,0.6976,161.75678679998964,2,5645,31
gair-ransac,4,1376397831,0.25,0.03226069664416395,0.013827283479255999,0.01843341316490795,0.25996961653705297,0.7836,165.57917500002077,7,5973,46
gair-ransac,1,2030584322,0.25,0.03923137933510737,0.014877393977212033,0.024353985357895336,0.21631254741837982,0.7258,168.22241240000585,5,5430,57
gc-ransac,3,1088549469,0.25,0.10485114082336161,0.015562897646548344,0.08928824317681326,0.3116946109250241,0.7961,178.88060800003586,4,7183,33
gc-ransac,1,2030584322,0.25,0.08863056283755547,0.019039085427371014,0.06959147741018445,0.28276304047639544,0.7859,182.8322998000076,3,6744,34
gc-ransac,2,377315876,0.25,0.08787611518379179,0.01753537508736063,0.07034074009643115,0.32727418276885945,0.8182,199.85531409998657,4,7211,34
gair-ransac,3,1088549469,0.25,0.041203686753783525,0.01617024358259061,0.025033443171192913,0.26117962216057566,0.7341,201.15382380003575,6,5513,60
gair-ransac,0,6289970,0.25,0.042929884430279945,0.018065314023553335,0.02486457040672661,0.23872655540083518,0.6894,202.00864279997768,5,5009,71
gair-ransac,2,377315876,0.25,0.04494063884190294,0.016990211187942233,0.027950427653960712,0.21004477676580993,0.6768,208.72654270002386,5,4942,69
