algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,2,650318616,0.3,0.11597655869923128,0.017184917666683983,0.0987916410325473,0.5731779738051906,0.7171597633136094,16.308829799992964,5,536,0
vanilla,0,1760185973,0.3,0.11819199073253518,0.018325297687204378,0.0998666930453308,0.38080923632695013,0.7195266272189349,24.05580909998389,5,530,0
vanilla,1,1235148768,0.3,0.14065090844067016,0.01863631511920324,0.12201459332146691,0.5035769497887512,0.7230769230769231,25.871938099968247,5,533,0
lo-ransac,2,650318616,0.3,0.1058345616052438,0.018409582081903443,0.08742497952334034,0.3855425289213844,0.770414201183432,27.32744389999425,4,564,6
vanilla,3,1779062357,0.3,0.154777399246554,0.016903618447539903,0.1378737807990141,0.6609442810183042,0.7017751479289941,28.240123499999754,6,546,0
lo-ransac,4,416366155,0.3,0.1286802298557855,0.018167473570204127,0.11051275628558137,0.46108590665238636,0.7526627218934911,30.207701799983624,5,565,7
lo-ransac,1,1235148768,0.3,0.11164344862584293,0.016651545744157014,0.09499190288168591,0.4826517045722033,0.7479289940828402,30.885309600038454,5,567,7
lo-ransac,0,1760185973,0.3,0.12554810454561233,0.016498394724510746,0.10904970982110158,0.5879079542432354,0.770414201183432,32.844665199983865,5,576,9
vanilla,4,416366155,0.3,0.14863215852472295,0.016827628885626916,0.13180452963909603,0.6295944299958991,0.7266272189349112,33.52646129997447,6,555,0
lo-ransac,3,1779062357,0.3,0.10021183686794148,0.016266950838101937,0.08394488602983954,0.49481681503524655,0.7289940828402367,38.69513659999939,5,557,10
gair-ransac,2,650318616,0.3,0.03981473595470553,0.011838015998159129,0.027976719956546398,0.11605492793126024,0.9372781065088758,39.61754100001417,3,610,16
gair-ransac,1,1235148768,0.3,0.042162234989316254,0.013638547885657869,0.028523687103658383,0.11605492793126024,0.936094674556213,41.779856499983,3,609,16
gair-ransac,0,1760185973,0.3,0.04096301451696137,0.012546862873652245,0.028416151643309125,0.11605492793126024,0.9337278106508876,57.09077339997748,3,609,20
gair-ransac,4,416366155,0.3,0.04163779026139451,0.014250015439168559,0.02738777482222595,0.09875754814766047,0.936094674556213,60.59674370003631,3,611,19
gair-ransac,3,1779062357,0.3,0.04063070593298152,0.012310945007396391,0.02831976092558513,0.11605492793126024,0.936094674556213,63.15703540004324,3,611,21
gc-ransac,4,416366155,0.3,0.04505576025274517,0.0211017135773752,0.023954046675369975,0.130888406476197,0.8319526627218935,124.24171590001788,2,541,29
