algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,895360474,0.2,60.0,0.25256318654016197,0.22446724249477992,0.02809594404538206,0.9275600419493752,0.6917339962709758,60.287443200009875,1,847,20
lo-ransac,0,895360474,0.2,60.0,0.20005659633465678,0.02112751298900832,0.17892908334564844,0.799582956675901,0.8502175264139217,60.065687399939634,6,1295,11
vanilla,0,895360474,0.2,60.0,0.18870021445997456,0.01704051278293687,0.1716597016770377,0.7075925678994793,0.8576755748912368,60.00569040002301,8,1327,0
gair-ransac,1,423841986,0.2,60.0,0.25343042782200187,0.22512358021429824,0.028306847607703616,0.9305143911410858,0.6867619639527657,60.37477819994092,1,839,16
lo-ransac,1,423841986,0.2,60.0,0.2033092774310059,0.01846245934326021,0.1848468180877457,0.706781899093379,0.8458669981354879,60.04791980003938,6,1284,9
vanilla,1,423841986,0.2,60.0,0.21726999268571168,0.01755020409657275,0.19971978858913894,0.8542490580769535,0.8595400870105656,60.22772249998525,8,1321,0
gair-ransac,2,1234759315,0.2,60.0,0.2523501351326051,0.22434293864602553,0.02800719648657962,0.927297892646345,0.6935985083903046,60.947596800047904,1,850,13
lo-ransac,2,1234759315,0.2,60.0,0.1927233232263653,0.01839479136929861,0.17432853185706668,0.8022519235741459,0.8614045991298943,60.27623339998536,6,1303,9
vanilla,2,1234759315,0.2,60.0,0.19316819893048612,0.017551780336753427,0.1756164185937327,0.6125133596309935,0.8440024860161591,60.11721389996819,7,1304,0
gair-ransac,3,1996581994,0.2,60.0,0.25503676403429504,0.2266155681211867,0.028421195913108353,0.9321964683400539,0.6935985083903046,60.03852319996804,1,850,18
lo-ransac,3,1996581994,0.2,60.0,0.1947929695942682,0.018672247043042187,0.17612072255122602,0.7338131901404482,0.8601615910503418,60.06494309997652,6,1300,8
vanilla,3,1996581994,0.2,60.0,0.22837735064271247,0.018998626756013475,0.209378723886699,0.9864874524135155,0.8576755748912368,60.076734800008126,7,1300,0
gair-ransac,4,228686992,0.2,60.0,0.11512444550245667,0.09336554803168988,0.02175889747076679,0.910192637289604,0.7433188315724052,60.03060860000551,2,931,16
lo-ransac,4,228686992,0.2,60.0,0.19620762388312413,0.01744237563643442,0.1787652482466897,0.7299188796966792,0.8651336233685519,60.105805100058205,6,1315,12
vanilla,4,228686992,0.2,60.0,0.1872924696707682,0.019593207454755745,0.16769926221601247,0.6077316093108492,0.8396519577377253,60.01815520005766,7,1292,0
