algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1480929187,0.3,60.0,0.0618922855262334,0.02468989407326356,0.037202391452969844,0.2756437846185874,0.8556149732620321,60.02988460008055,5,1198,26
lo-ransac,0,1480929187,0.3,60.0,0.13950157817724101,0.01851077455677201,0.12099080362046899,0.6686020678708776,0.7914438502673797,60.729601800092496,7,1338,10
vanilla,0,1480929187,0.3,60.0,0.1824087006970305,0.01700984046928707,0.16539886022774342,0.6435056678887404,0.8069518716577541,60.319442600011826,9,1424,0
gair-ransac,1,779425495,0.3,60.0,0.08473208535906712,0.0444809620944015,0.040251123264665616,0.2780035455727437,0.7363636363636363,60.08784569997806,3,974,27
gc-ransac,1,779425495,0.3,60.0,0.11795677858157388,0.062078553200065625,0.05587822538150825,0.26591677818616155,0.49518716577540106,60.01740989997052,1,548,10
lo-ransac,1,779425495,0.3,60.0,0.1384114691598185,0.017271222623759536,0.12114024653605895,0.5030334140424112,0.8197860962566845,60.18646750005428,6,1391,10
vanilla,1,779425495,0.3,60.0,0.15585434674182272,0.016084716616284238,0.13976963012553847,0.7896928504713548,0.8048128342245989,60.32744379993528,9,1410,0
gair-ransac,2,1840282035,0.3,60.0,0.08222488746998517,0.03957013658617753,0.04265475088380764,0.28658324662595963,0.739572192513369,60.021661399980076,3,987,22
lo-ransac,2,1840282035,0.3,60.0,0.14746455267749292,0.017022308966896816,0.1304422437105961,0.6695701515668356,0.8176470588235294,60.60953730007168,7,1403,10
vanilla,2,1840282035,0.3,60.0,0.1667391156520055,0.01611354027792329,0.1506255753740822,0.656802659995895,0.8016042780748663,60.208049300010316,9,1415,0
gair-ransac,3,737807616,0.3,60.0,0.08829317932408295,0.05061030721865376,0.0376828721054292,0.27862921480145414,0.7026737967914438,60.284912599949166,2,906,29
gc-ransac,3,737807616,0.3,60.0,0.11039859150499234,0.06638801618923136,0.044010575315760976,0.28782930496742365,0.5288770053475936,60.07223940000404,1,615,10
lo-ransac,3,737807616,0.3,60.0,0.13890356993506398,0.01664687906273618,0.12225669087232781,0.5017310474965091,0.8267379679144385,60.0921445999993,6,1386,10
vanilla,3,737807616,0.3,60.0,0.1634536950122406,0.01677964387566881,0.1466740511365718,0.630803748744544,0.7919786096256685,60.12634600000456,9,1394,0
gair-ransac,4,116107468,0.3,60.0,0.09996141453538711,0.06020399765387862,0.03975741688150849,0.3283379094894393,0.6518716577540107,60.02425030001905,2,803,24
lo-ransac,4,116107468,0.3,60.0,0.14657502834578578,0.017053965276803404,0.12952106306898237,0.7605370643105968,0.8064171122994652,60.041294599999674,6,1373,9
vanilla,4,116107468,0.3,60.0,0.14712667447123745,0.015997628376454125,0.13112904609478332,0.6375474673512426,0.8053475935828877,60.45696219999809,9,1415,0
