algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,4,220019177,0.4,0.0647054440184967,0.014423170471836446,0.05028227354666026,0.1518883947320039,0.8264604810996563,17.931931100029033,2,400,0
vanilla,3,1746862905,0.4,0.06845990822056246,0.014689574980436984,0.05377033324012548,0.22787360857201938,0.8161512027491409,22.602389299951028,2,383,0
vanilla,1,3722590,0.4,0.06517438701130432,0.014895488664423475,0.050278898346880846,0.1742503368204337,0.8092783505154639,23.53194270003587,2,386,0
lo-ransac,1,3722590,0.4,0.06503421482449306,0.014061566362969109,0.05097264846152396,0.14255092445643466,0.8144329896907216,24.000340899976436,2,396,2
lo-ransac,0,1184127188,0.4,0.06524965606001935,0.014989526986019176,0.05026012907400018,0.22560628531395457,0.8247422680412371,24.763043000013568,2,391,2
vanilla,0,1184127188,0.4,0.06591755492844024,0.014314230604458385,0.05160332432398186,0.18810064690494133,0.8419243986254296,25.172214599966537,2,401,0
lo-ransac,3,1746862905,0.4,0.06508924999527199,0.014132997025987764,0.05095625296928422,0.21160165698303915,0.8178694158075601,25.136110400024336,2,391,2
lo-ransac,4,220019177,0.4,0.06805617472616887,0.015634707154977938,0.052421467571190934,0.1339383590234613,0.8058419243986255,30.866033099999186,2,390,3
lo-ransac,2,1366260679,0.4,0.06688585992948858,0.01526149074067064,0.05162436918881794,0.14312994030986412,0.8281786941580757,31.849939599982463,2,403,4
vanilla,2,1366260679,0.4,0.07400640284053528,0.014663459001525095,0.05934294383901018,0.2242351638121753,0.7457044673539519,34.959845200006384,3,370,0
gc-ransac,3,1746862905,0.4,0.052548935681422604,0.01824003981033678,0.03430889587108582,0.10188444840093805,0.8350515463917526,142.64699979999568,1,362,23
gc-ransac,2,1366260679,0.4,0.052358769619638784,0.01840520438157969,0.0339535652380591,0.10004908070359372,0.8333333333333334,148.28439029998844,1,362,28
gc-ransac,4,220019177,0.4,0.05330463286932615,0.01891705882666663,0.03438757404265952,0.10167645101392139,0.8298969072164949,162.0227259999956,1,360,28
gair-ransac,2,1366260679,0.4,0.054266225098368884,0.019342718843925442,0.03492350625444344,0.10519083224880894,0.8814432989690721,167.94450179999694,1,363,43
gc-ransac,0,1184127188,0.4,0.053155193553698785,0.018923435520216934,0.03423175803348185,0.10168254783107762,0.8298969072164949,172.58857939997688,1,362,26
gc-ransac,1,3722590,0.4,0.05383554159458043,0.01910706564736535,0.03472847594721508,0.0994673678954827,0.8264604810996563,176.82065589999547,1,358,26
gair-ransac,0,1184127188,0.4,0.052995307972855524,0.018865241519852197,0.03413006645300333,0.10333413132992733,0.8951890034364262,179.47600239998428,1,369,55
gair-ransac,4,220019177,0.4,0.05409314657667606,0.019117145911252773,0.034976000665423286,0.10307037952904866,0.8814432989690721,189.01662170002237,1,362,39
gair-ransac,1,3722590,0.4,0.052391409225862384,0.018441864825933716,0.03394954439992867,0.10177114514623384,0.8900343642611683,201.19640679995064,1,370,47
gair-ransac,3,1746862905,0.4,0.052940138549596366,0.018839153326765952,0.034100985222830414,0.10141320293994784,0.8831615120274914,298.34627939999336,1,363,55
