pc,outlier_frac,algo,chamfer_mean,chamfer_std,cd_coverage_mean,cd_coverage_std,cd_accuracy_mean,cd_accuracy_std,hausdorff_mean,hausdorff_std,classification_rate_mean,classification_rate_std,runtime_s_mean,runtime_s_std
anormalsmushroom,0.3,vanilla,0.11314502017013835,0.007907928296521899,0.015164737812756578,0.0005667426725226329,0.09798028235738172,0.007785870396693153,0.5302240778907574,0.09438526987393041,0.7129182692307692,0.014886099366074889,73.26094804499989,8.031388193238072
anormalsmushroom,0.35,gair-ransac,0.054772736950697176,0.006046326436820028,0.017074411065682055,0.004761694230435701,0.037698325885015066,0.004135390834486489,0.220518964564946,0.03933424877415539,0.8970046296296296,0.06846241496231363,257.6280141199997,77.68955561864769
anormalsmushroom,0.35,gc-ransac,0.0720677672914594,0.005554039575923975,0.02018740242672421,0.0021677042248024634,0.05188036486473514,0.005515748456614098,0.23025206538459816,0.015847719552061778,0.776699074074074,0.033091966107902666,308.34364552000005,59.97080797853039
anormalsmushroom,0.35,lo-ransac,0.11759881341857925,0.008331550841485949,0.014558102099531369,0.0004687209001621482,0.10304071131904782,0.008264576103893948,0.5645392394247002,0.1322106464756987,0.7196712962962962,0.011057924808412943,131.73214928999988,12.201308024175324
anormalsmushroom,0.35,vanilla,0.11846604785744104,0.009346509172193429,0.015239693608982979,0.00025979019727539657,0.10322635424845801,0.009244231915239326,0.5835872073781397,0.1398646525972076,0.7006388888888889,0.011245608164156094,79.63128130499936,6.863446274702709
anormalsmushroom,0.4,gair-ransac,0.05488209907502232,0.00701407582254617,0.018263535881106012,0.004568518292934012,0.036618563193916244,0.004217652181496948,0.201554974009853,0.031161613693615916,0.8846026785714285,0.05783122211147092,230.6526740950003,57.17128370704231
anormalsmushroom,0.4,gc-ransac,0.07494894543460542,0.005556315945823685,0.02020851735570884,0.0021395786274038993,0.05474042807889653,0.0055075651320331005,0.2332735981423998,0.02207153320306477,0.7552366071428571,0.023609388489730578,306.4776811350004,61.04505781110621
anormalsmushroom,0.4,lo-ransac,0.11047938098352698,0.006511051659042015,0.01471898273063815,0.000426846789734532,0.0957603982528888,0.006364306766769665,0.48459764999594884,0.07192775987741024,0.6991294642857142,0.009319805974280128,127.91700377500001,11.842347499513942
anormalsmushroom,0.4,vanilla,0.11742936575817635,0.010287731756241834,0.015562704063388891,0.0003558261609643647,0.10186666169478742,0.010220069251390834,0.5593226285759714,0.10659011616826587,0.6786919642857143,0.011421273332078504,74.76059769000058,6.121159963885279
cat1_0_0,0.0,gair-ransac,0.03839226595445135,0.001531435070305869,0.01181905174183195,0.00025167259834802655,0.02657321421261933,0.001542485047745195,0.1067556825002652,0.009494279191697031,0.9396153846153845,0.003229997980046653,78.7306103949999,35.71497167935565
cat1_0_0,0.0,gc-ransac,0.045422004536289,0.000375208439265036,0.021235804274984334,0.00035005168532434755,0.024186200261304566,0.0005091165803376865,0.13216667696280057,0.0007905911382414663,0.8302564102564102,0.003552924733474625,165.00066946666752,27.430332057114924
cat1_0_0,0.0,lo-ransac,0.09161284151499599,0.020153433621087142,0.016441018936598065,0.00109799815151406,0.07517182257839788,0.01998512914367837,0.46265502402839687,0.18739654095484493,0.8610769230769231,0.022059064000496793,29.51483194500015,7.930475941679572
cat1_0_0,0.0,vanilla,0.09704182204641375,0.018159876130279803,0.017124139262478025,0.0010968461166731489,0.07991768278393567,0.01807950343286521,0.46727392084999514,0.16580106672516515,0.8368461538461538,0.025321231134859713,23.238564865000264,8.285811295297862
cat1_0_0,0.05,gair-ransac,0.040319054644226325,0.0029087489922696246,0.01383926054546471,0.003814027826448959,0.026479794098761573,0.0016707197683603413,0.11270872094260014,0.01366330304844408,0.9060117302052786,0.06134590581664177,88.93434149999976,35.456669964070315
cat1_0_0,0.05,gc-ransac,0.045407507692886,0.0020213866488730772,0.02043425535732578,0.003271583932177429,0.024973252335560157,0.001285395298203523,0.12939496146898616,0.012494226543547664,0.8346041055718475,0.030359342877456667,205.10486627999998,30.998048288483762
cat1_0_0,0.05,lo-ransac,0.09369239985629103,0.018975579799607938,0.01680235609379662,0.001288889844057345,0.07689004376249436,0.01837623773875026,0.42055467316518874,0.18218584509708607,0.8380498533724341,0.023380570077981395,36.42878501499945,12.688263536351618
cat1_0_0,0.05,vanilla,0.11045743529658325,0.01937152246578256,0.017692122524194782,0.0011678962961057064,0.09276531277238842,0.019023931050831767,0.5785836652030081,0.16421850404676488,0.8034457478005865,0.025121016009832103,26.556592719999934,5.436877236195864
cat1_0_0,0.1,gair-ransac,0.04175776810649877,0.0028062023034907953,0.014423377565739026,0.0038960296891133394,0.027334390540759684,0.0018732711586145667,0.11488187423400989,0.01288048884164718,0.9071328671328672,0.05689367030269147,64.09014459000028,21.96420601922897
