algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
lo-ransac,0,898752222,0.4,60.0,0.09014678384545231,0.016669116780222846,0.07347766706522947,0.22016083326048166,0.8195876288659794,60.224563500029035,5,409,11
vanilla,0,898752222,0.4,60.0,0.10565232929665988,0.017545500169713103,0.08810682912694677,0.46451819879808026,0.7680412371134021,60.124447499983944,6,397,0
lo-ransac,1,756965441,0.4,60.0,0.10051178987425653,0.017994392656580413,0.08251739721767612,0.3132570188179428,0.7955326460481099,60.00961959990673,5,406,9
vanilla,1,756965441,0.4,60.0,0.1103719076813896,0.016973571353067395,0.0933983363283222,0.38788583464883397,0.7680412371134021,60.39010129997041,7,406,0
lo-ransac,2,1347287830,0.4,60.0,0.11895684524134793,0.01822727197506568,0.10072957326628225,0.4645175677805892,0.8041237113402062,60.33262340002693,5,408,8
vanilla,2,1347287830,0.4,60.0,0.10620955605487307,0.01609216359897345,0.09011739245589963,0.49994222683009326,0.7766323024054983,60.108307100017555,7,406,0
lo-ransac,3,1512194228,0.4,60.0,0.10403159946405584,0.01647914896466289,0.08755245049939295,0.49997804128895496,0.7955326460481099,60.68404840002768,6,413,10
vanilla,3,1512194228,0.4,60.0,0.10055955508478909,0.016112565471010636,0.08444698961377844,0.26846776700573105,0.788659793814433,60.1511593000032,7,407,0
lo-ransac,4,1897790946,0.4,60.0,0.09786753278647878,0.017133576340521407,0.08073395644595738,0.3342811354299516,0.7955326460481099,60.137578100082465,6,413,8
vanilla,4,1897790946,0.4,60.0,0.1062743607183361,0.017580032575618736,0.08869432814271737,0.3652060133293259,0.7577319587628866,60.29102330002934,7,395,0
