algo,trial,seed,outlier_frac,budget_s,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
gair-ransac,0,1480929187,0.1,60.0,0.09021019397456437,0.05138525898171133,0.03882493499285303,0.2911327209525739,0.6371681415929203,60.22906749998219,2,871,18
lo-ransac,0,1480929187,0.1,60.0,0.11219544735972171,0.015076598520448544,0.09711884883927317,0.41532391876491653,0.9121365360303414,60.26824400003534,7,1401,9
vanilla,0,1480929187,0.1,60.0,0.14692389997957148,0.016137148348474795,0.13078675163109668,0.6304147569584769,0.9064475347661188,60.34906269994099,8,1403,0
gair-ransac,1,779425495,0.1,60.0,0.089456593569586,0.04662059577415802,0.04283599779542798,0.27730181606085363,0.6852085967130215,60.035279800067656,3,953,24
lo-ransac,1,779425495,0.1,60.0,0.13731545377114884,0.016422202105475566,0.12089325166567329,0.4733721440467807,0.9152970922882427,60.36257029999979,6,1396,9
vanilla,1,779425495,0.1,60.0,0.1289175577040109,0.014524010805590173,0.11439354689842071,0.6195175080052646,0.9292035398230089,60.012209599954076,9,1424,0
gair-ransac,2,1840282035,0.1,60.0,0.0913439173674474,0.04874188984985411,0.0426020275175933,0.2686826393646101,0.6687737041719343,60.28192039998248,2,923,26
gc-ransac,2,1840282035,0.1,60.0,0.0890467195576577,0.04789861390647866,0.04114810565117904,0.24434997475657158,0.5960809102402023,60.094132199999876,2,821,12
lo-ransac,2,1840282035,0.1,60.0,0.12241600960886093,0.01662200566376533,0.1057940039450956,0.4968546751381387,0.8988621997471555,60.1698951999424,6,1368,10
vanilla,2,1840282035,0.1,60.0,0.14727575286168657,0.01454544336051309,0.13273030950117348,0.5734852821026288,0.915929203539823,60.274934499990195,10,1417,0
gair-ransac,3,737807616,0.1,60.0,0.09597628138767031,0.048648294696716464,0.04732798669095385,0.28696445296932027,0.6131479140328698,60.02227199997287,2,839,18
lo-ransac,3,737807616,0.1,60.0,0.17291228759185379,0.016081623805724445,0.15683066378612934,0.7118298513811445,0.9247787610619469,60.05868759995792,7,1420,9
vanilla,3,737807616,0.1,60.0,0.11888776396861861,0.01505930514996948,0.10382845881864913,0.5436271873046185,0.9184576485461441,60.22337200003676,8,1409,0
gair-ransac,4,116107468,0.1,60.0,0.12592205827448597,0.06873507330372892,0.05718698497075704,0.30205152942076735,0.47029077117572693,60.04668340005446,1,608,24
gc-ransac,4,116107468,0.1,60.0,0.1015551893415346,0.060251651523930264,0.04130353781760434,0.2721178286912149,0.4589127686472819,60.116816799971275,1,598,12
lo-ransac,4,116107468,0.1,60.0,0.14904923223543373,0.016424766775610507,0.13262446545982323,0.5842011379305475,0.9184576485461441,60.08602299995255,6,1399,9
vanilla,4,116107468,0.1,60.0,0.13898664373884465,0.015143619858891984,0.12384302387995265,0.6266668693347953,0.9171934260429836,60.017685399972834,9,1418,0
