algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,1,930830968,0.4,0.11865030931227,0.015640525306594454,0.10300978400567554,0.5061757014198228,0.6785714285714286,104.7929936000146,10,6761,0
vanilla,4,2014326976,0.4,0.11369464950131913,0.015560161409187454,0.09813448809213168,0.4402112822608234,0.6653571428571429,105.41828520002309,10,6609,0
vanilla,3,384557986,0.4,0.11996459696543355,0.01611601818767432,0.10384857877775923,0.49522417575216754,0.6810714285714285,109.1861496999627,10,6709,0
vanilla,2,2047576664,0.4,0.1093227148429944,0.015806778071534435,0.09351593677145996,0.518595403507241,0.6824107142857143,110.72794549999526,10,6727,0
vanilla,0,1206717672,0.4,0.12132740166721899,0.015548054635205052,0.10577934703201394,0.7250187422510147,0.6904464285714286,122.5797880999744,10,6866,0
lo-ransac,0,1206717672,0.4,0.12050762987412875,0.014168478147508292,0.10633915172662045,0.5679886458199978,0.7036607142857143,147.9801236000494,10,7110,15
lo-ransac,2,2047576664,0.4,0.11915763143130852,0.015334616992359476,0.10382301443894904,0.6051387135077182,0.6891071428571428,163.6079431999824,10,6921,11
lo-ransac,1,930830968,0.4,0.11111835217125363,0.01482323428675781,0.09629511788449582,0.4733545318210624,0.70375,186.55225269997027,10,7077,16
lo-ransac,3,384557986,0.4,0.11740988199257137,0.015256320322194266,0.1021535616703771,0.5689321067975698,0.696875,189.83115019998513,10,6967,13
lo-ransac,4,2014326976,0.4,0.12003452200308723,0.014856116776563639,0.1051784052265236,0.5372638810541565,0.6972321428571429,190.86419570003636,10,7003,16
gair-ransac,1,930830968,0.4,0.06225125960394362,0.023442486252070557,0.03880877335187306,0.19775541181293127,0.8282142857142857,233.7893980999943,2,6333,78
gair-ransac,4,2014326976,0.4,0.050201023847927836,0.02140272872269459,0.028798295125233242,0.16617733567198492,0.8141071428571428,277.34142499999143,2,6177,75
gair-ransac,0,1206717672,0.4,0.050884075917723225,0.017268266170286747,0.03361580974743648,0.24681946277983718,0.9052678571428572,283.98060080001596,3,7277,86
gc-ransac,1,930830968,0.4,0.07352683713515845,0.017256885928841455,0.05626995120631699,0.25366983302547574,0.7773214285714286,289.75247639999725,4,7224,24
gc-ransac,0,1206717672,0.4,0.07279350772147394,0.01963770192033126,0.05315580580114268,0.22306002065427877,0.7672321428571428,323.41678550001234,3,6689,29
gair-ransac,2,2047576664,0.4,0.055042103170314216,0.017067695911019115,0.0379744072592951,0.18244826034592515,0.8883035714285714,325.6771134000155,3,7131,66
gc-ransac,2,2047576664,0.4,0.07827281079429832,0.016768252897595308,0.06150455789670301,0.25033454668516547,0.7726785714285714,330.0381319000153,5,7440,31
gc-ransac,3,384557986,0.4,0.09863512193148229,0.022527779977284237,0.07610734195419805,0.3638524475843701,0.7447321428571428,350.3884759999928,3,6355,32
gc-ransac,4,2014326976,0.4,0.07453018560127783,0.01692619247907838,0.05760399312219945,0.237297174348668,0.7913392857142857,363.4590841999743,5,7362,34
gair-ransac,3,384557986,0.4,0.04599101092352059,0.012600173913374636,0.03339083701014596,0.17694841657362267,0.9579464285714285,366.40506620000815,4,7948,78
