algo,method,outlier_frac,budget_s,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
gair-ransac,exhaustive,0.35,120.0,1,2948,14,0.139915,0.119994,0.019921,0.429999,14
gair-ransac,ransacov,0.35,120.0,1,2948,14,0.139915,0.119994,0.019921,0.429999,14
gc-ransac,exhaustive,0.35,120.0,1,3115,2,0.127284,0.059493,0.067791,0.290526,2
gc-ransac,ransacov,0.35,120.0,1,3169,2,0.146211,0.065199,0.081012,0.341178,2
lo-ransac,exhaustive,0.35,120.0,1,1740,20,0.141069,0.086367,0.054702,0.285517,20
lo-ransac,ransacov,0.35,120.0,1,3288,20,0.184655,0.066723,0.117933,0.378461,20
vanilla,exhaustive,0.35,120.0,1,3200,20,0.110366,0.054041,0.056325,0.289824,20
vanilla,ransacov,0.35,120.0,1,3237,20,0.165616,0.06199,0.103626,0.336769,20
