algo,trial,seed,outlier_frac,chamfer,cd_coverage,cd_accuracy,hausdorff,classification_rate,runtime_s,n_models,n_inliers,n_local_opts
vanilla,1,671918867,0.35,0.06657593421677471,0.01509568108115201,0.051480253135622704,0.225479644120333,0.82174688057041,9.513971699983813,2,390,0
vanilla,3,1928932686,0.35,0.06665956430458699,0.015534878501486262,0.05112468580310073,0.2095714550801915,0.8128342245989305,9.581298999954015,2,383,0
lo-ransac,2,1153974482,0.35,0.06875599488237005,0.01572331351788625,0.053032681364483795,0.20313828730868,0.8181818181818182,10.081919200019911,2,388,2
lo-ransac,4,1175509482,0.35,0.05892019358067481,0.014698627135760828,0.04422156644491398,0.12668094197008847,0.8377896613190731,10.92079519998515,2,402,2
lo-ransac,3,1928932686,0.35,0.06546575511249904,0.014211450033107531,0.05125430507939151,0.15881173612908747,0.8377896613190731,11.131248000019696,2,400,2
vanilla,0,721560819,0.35,0.06561428626111901,0.014874708668026572,0.05073957759309244,0.2366940336688657,0.8324420677361853,12.085240699991118,2,393,0
lo-ransac,0,721560819,0.35,0.0644679677131681,0.013908462075147926,0.05055950563802016,0.24775145644712396,0.8306595365418895,12.42452450003475,2,397,3
vanilla,4,1175509482,0.35,0.07719594132749417,0.015404914006127635,0.06179102732136654,0.3271351490101198,0.8110516934046346,13.448955100029707,2,384,0
vanilla,2,1153974482,0.35,0.07698013930959292,0.01428775490219188,0.06269238440740105,0.28375477019282974,0.7789661319073083,14.739645699970424,3,394,0
lo-ransac,1,671918867,0.35,0.06562906689932331,0.015026267020621235,0.05060279987870208,0.14961653327356664,0.8431372549019608,16.316876300028525,2,400,3
gair-ransac,2,1153974482,0.35,0.05358646110475022,0.01920859788903849,0.03437786321571173,0.10348509226203506,0.8770053475935828,101.6094340000418,1,368,56
gair-ransac,0,721560819,0.35,0.054413096415446754,0.019875761771993607,0.03453733464345315,0.10164152748939119,0.8663101604278075,107.03048630000558,1,363,48
gc-ransac,2,1153974482,0.35,0.05277720753736537,0.0186573847492614,0.03411982278810397,0.10356759987019325,0.8110516934046346,111.40728129999479,1,360,28
gc-ransac,3,1928932686,0.35,0.05291169260150118,0.018532912672085153,0.03437877992941602,0.10544482972868972,0.8181818181818182,114.92334220005432,1,363,27
gair-ransac,1,671918867,0.35,0.05445261831512563,0.019483306672128886,0.03496931164299674,0.1053957368982456,0.875222816399287,116.57645509997383,1,366,58
gair-ransac,4,1175509482,0.35,0.05409717449929195,0.019316291828558898,0.03478088267073305,0.10492699877864202,0.8680926916221033,118.87280400004238,1,363,56
gair-ransac,3,1928932686,0.35,0.05409600391344967,0.019379284412889514,0.03471671950056015,0.10367191371944827,0.8734402852049911,123.3705506999977,1,366,59
gc-ransac,4,1175509482,0.35,0.05276455857795179,0.018626496261624804,0.03413806231632698,0.1030803746478494,0.8163992869875223,130.96824789996026,1,362,28
gc-ransac,1,671918867,0.35,0.05305834772410782,0.018690448089278857,0.03436789963482897,0.10567928212101717,0.8110516934046346,135.3957566000172,1,359,28
gc-ransac,0,721560819,0.35,0.05324416943413722,0.018481104228432518,0.034763065205704706,0.10491665040181722,0.8146167557932263,139.8659112000023,1,361,32
