algo,method,outlier_frac,k,n_covered,n_evals,chamfer,cd_coverage,cd_accuracy,hausdorff,n_candidates
vanilla,ransacov,0.15,1,327,21,0.114546,0.049891,0.064655,0.237783,21
lo-ransac,ransacov,0.15,1,347,21,0.120212,0.052444,0.067768,0.249751,21
gc-ransac,ransacov,0.15,1,330,2,0.11789,0.088348,0.029542,0.335501,2
gair-ransac,ransacov,0.15,1,340,15,0.124441,0.096395,0.028046,0.367881,15
